date,Albania,advanced,Argentina,Armenia,Australia,Austria,Burundi,Belgium,Bangladesh,Bulgaria,Bahrain,bosniaAndHerzegovina,Belarus,Belize,Bolivia,Brazil,Brunei,Botswana,centralAfricanRepublic,Canada,Switzerland,Chile,China,Colombia,costaRica,Cyprus,czechRepublic,Germany,Dominica,Denmark,dominicanRepublic,Algeria,emdeEAsia,emdeEMEA,Ecuador,Egypt,emdes,Spain,Estonia,Ethiopia,Finland,France,Gabon,UK,Georgia,Greece,Guatemala,highIncome,hongKong,Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyzstan,Korea,Kuwait,emdeLatAm,Lebanon,lowIncome,sriLanka,Lithuania,Luxembourg,Latvia,Morocco,Moldova,Maldives,Mexico,middleIncome,northMacdeonia,Myanmar,Mongolia,emdeMENA,Mauritius,Malawi,Malaysia,Nigeria,Nicaragua,Netherlands,Norway,newZealand,Oman,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Paraguay,Qatar,Romania,Russia,Rwanda,emdeSouthAsia,saudiArabia,Singapore,sierraLeone,elSalvador,emdeAfrica,Slovakia,Slovenia,Sweden,Seychelles,Syria,Thailand,Tajikistan,Tonga,Tunisia,Turkey,Taiwan,Tanzania,Uganda,Ukraine,Uruguay,US,Venezuela,Vietnam,World,Samoa,southAfrica,Zambia
1991-01,NA,NA,9.817696792,NA,4.299376,1.837464,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.662274,NA,NA,NA,NA,2.011213,32.90382,6.158787,NA,2.017215,NA,NA,1.87008,NA,NA,NA,NA,2.234418,NA,NA,NA,NA,7.339804,NA,NA,5.637516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.330112,3.786921,2.714957,3.19256,3.014837,NA,NA,NA,NA,3.592023,NA,NA,NA,2.23973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.398829,NA,NA,NA,5.947402,4.743065,NA,NA,NA,NA,1.775093,NA,NA,NA,NA,NA,NA,NA,1.334389,NA,8.226249,NA,NA,NA,NA,NA,4.199529,NA,NA,4.290385,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.074825,NA,NA,NA,NA,NA,NA
1991-02,NA,NA,10.20106412,NA,4.633154,2.2431,NA,1.655345,NA,NA,NA,NA,NA,NA,NA,6.625619,NA,NA,NA,1415.365,6.501156,37.14453,7.047176,8.711198,2.362492,4.194586,NA,1.925465,NA,3.497697,NA,NA,2.655798,NA,NA,NA,NA,8.13557,NA,NA,5.62165,1394.428,NA,439.9161,NA,NA,NA,NA,NA,NA,NA,NA,2.326627,4.1021,3.03214,3.124334,2.62579,NA,1959.323,NA,NA,3.478949,NA,NA,NA,1.986584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.547126,NA,NA,1898.683,6.644825,4.950302,NA,NA,NA,NA,2.118905,NA,10.16526,NA,NA,NA,NA,NA,2.560724,NA,8.129074,NA,NA,NA,NA,NA,4.415773,NA,NA,4.880358,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.125985,NA,NA,NA,NA,2.383921,NA
1991-03,NA,NA,9.648512089,NA,5.727647,2.198673,NA,1.374511,NA,NA,NA,NA,NA,NA,NA,5.49242,NA,NA,NA,1222.625,6.279592,36.52599,6.64111,5.558457,2.866047,3.429781,NA,1.830985,NA,3.409683,NA,NA,2.48322,NA,NA,NA,NA,9.762066,NA,NA,5.20995,1274.109,NA,444.7599,NA,NA,NA,NA,NA,NA,NA,NA,2.168254,4.022567,3.045599,3.08687,2.4443,NA,1956.081,NA,NA,3.526424,NA,NA,NA,2.005454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.273998,NA,NA,1869.008,7.543215,5.700178,NA,NA,NA,NA,2.273551,NA,8.162535,NA,NA,NA,NA,NA,2.520015,NA,8.91336,NA,NA,NA,NA,NA,4.626405,NA,NA,4.817012,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15713,NA,NA,NA,NA,2.55506,NA
1991-04,NA,NA,6.336278497,NA,4.832936,1.804922,NA,1.414502,NA,NA,NA,NA,NA,NA,NA,5.239092,NA,NA,NA,1079.002,6.238403,39.33988,6.371761,5.78303,2.661201,3.378036,NA,1.90168,NA,3.535425,NA,NA,2.552409,NA,NA,NA,NA,8.646538,NA,NA,5.340746,1701.325,NA,519.5052,NA,NA,NA,NA,NA,NA,NA,NA,2.003006,4.272196,3.025349,3.187972,1.968983,NA,1910.047,NA,NA,3.891837,NA,NA,NA,1.938958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.483269,NA,NA,1833.595,5.175401,5.119954,NA,NA,NA,NA,3.481244,NA,8.596491,NA,NA,NA,NA,NA,2.441905,NA,9.46853,NA,NA,NA,NA,NA,4.094276,NA,NA,5.035323,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.036485,NA,NA,NA,NA,2.034854,NA
1991-05,NA,NA,8.075307391,NA,4.999054,2.112356,NA,1.494551,NA,NA,NA,NA,NA,NA,NA,6.08159,NA,NA,NA,1140.613,5.567843,34.30624,6.854034,6.234352,2.375946,3.264417,NA,1.903052,NA,3.234035,NA,NA,2.734717,NA,NA,NA,NA,10.33013,NA,NA,4.120111,1323.806,NA,479.7405,NA,NA,NA,NA,NA,NA,NA,NA,1.667812,4.177161,2.919082,3.237872,2.026231,NA,1532.667,NA,NA,3.163865,NA,NA,NA,1.973644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.392422,NA,NA,1832.593,6.811934,5.040985,NA,NA,NA,NA,3.391417,NA,9.676201,NA,NA,NA,NA,NA,2.172838,NA,9.099601,NA,NA,NA,NA,NA,4.953486,NA,NA,4.876076,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96731,NA,NA,NA,NA,2.190883,NA
1991-06,NA,NA,8.128898751,NA,5.593662,2.115683,NA,1.545609,NA,NA,NA,NA,NA,NA,NA,5.872682,NA,NA,NA,1142.701,6.323987,36.61651,7.050088,5.930048,3.21848,5.706381,NA,1.918067,NA,3.090125,NA,NA,2.929565,NA,NA,NA,NA,10.9751,NA,NA,5.753888,1494.292,NA,504.0389,NA,NA,NA,NA,NA,NA,NA,NA,1.52159,4.715303,2.896177,3.501679,2.58855,NA,1849.159,NA,NA,3.714432,NA,NA,NA,2.159432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.322728,NA,NA,1948.111,7.554978,5.376475,NA,NA,NA,NA,3.664082,NA,10.90481,NA,NA,NA,NA,NA,2.013858,NA,9.33139,NA,NA,NA,NA,NA,6.156678,NA,NA,5.338694,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04079,NA,NA,NA,NA,2.554425,NA
1991-07,NA,NA,7.355860933,NA,4.931131,2.291453,NA,1.586126,NA,NA,NA,NA,NA,NA,NA,6.279177,NA,NA,NA,1145.103,5.671576,33.76966,7.212019,6.636355,3.921067,4.3057,NA,1.870983,NA,3.312684,NA,NA,3.18959,NA,NA,NA,NA,10.26038,NA,NA,5.037992,1187.611,NA,479.9756,NA,NA,NA,NA,NA,NA,NA,NA,1.601028,4.459193,3.861625,3.457822,2.56119,NA,1390.726,NA,NA,3.402444,NA,NA,NA,1.991919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.244812,NA,NA,1840.127,7.566791,5.109413,NA,NA,NA,NA,3.342322,NA,11.92746,NA,NA,NA,NA,NA,2.719139,NA,9.176201,NA,NA,NA,NA,NA,5.166494,NA,NA,5.293538,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.889292,NA,NA,NA,NA,2.255715,NA
1991-08,NA,NA,6.743477616,NA,5.259059,2.317793,NA,1.553597,NA,NA,NA,NA,NA,NA,NA,4.416447,NA,NA,NA,1235.002,5.955942,34.45698,7.10563,8.222383,4.320992,4.226089,NA,1.993344,NA,3.19823,NA,NA,3.211459,NA,NA,NA,NA,10.84957,NA,NA,4.604411,1222.606,NA,443.5345,NA,NA,NA,NA,NA,NA,NA,NA,2.14775,4.585775,2.929341,3.69258,2.523642,NA,1544.51,NA,NA,3.455965,NA,NA,NA,1.917963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29762,NA,NA,1874.447,7.157234,5.438707,NA,NA,NA,NA,3.52705,NA,13.42939,NA,NA,NA,NA,NA,2.041931,NA,9.416154,NA,NA,NA,NA,NA,4.773303,NA,NA,5.084803,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85599,NA,NA,NA,NA,2.130404,NA
1991-09,NA,NA,7.599181391,NA,5.025269,2.429519,NA,1.583647,NA,NA,NA,NA,NA,NA,NA,4.498466,NA,NA,NA,1303.07,6.220209,32.13727,7.434279,8.442169,3.177217,2.762147,NA,2.082145,NA,3.154338,NA,NA,3.451188,NA,NA,NA,NA,11.38493,NA,NA,4.087885,1259.293,NA,556.3363,NA,NA,NA,NA,NA,NA,NA,NA,2.996098,5.190193,3.372046,3.637997,3.064494,NA,1568.926,NA,NA,3.664343,NA,NA,NA,2.048486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.45256,NA,NA,1897.09,7.8508,5.294583,NA,NA,NA,NA,3.811724,NA,14.80977,NA,NA,NA,NA,NA,2.590108,NA,10.16176,NA,NA,NA,NA,NA,4.786236,NA,NA,5.848555,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89801,NA,NA,NA,NA,2.26894,NA
1991-10,NA,NA,6.518893362,NA,4.755258,2.262473,NA,1.509366,NA,NA,NA,NA,NA,NA,NA,3.721436,NA,NA,NA,1302.681,5.772662,26.70829,7.617144,7.903048,4.004433,5.213556,NA,1.915328,NA,2.784809,NA,NA,3.435392,NA,NA,NA,NA,9.928642,NA,NA,2.264522,1054.09,NA,568.4926,NA,NA,NA,NA,NA,NA,NA,NA,3.141413,4.231726,3.473608,3.237748,2.582215,NA,1578.365,NA,NA,3.18565,NA,NA,NA,1.891511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29552,NA,NA,1936.665,5.821503,4.721794,NA,NA,NA,NA,3.974564,NA,15.28552,NA,NA,NA,NA,NA,2.793948,NA,10.25764,NA,NA,NA,NA,NA,4.267193,NA,NA,5.531927,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.804517,NA,NA,NA,NA,2.316631,NA
1991-11,NA,NA,6.394682584,NA,4.862879,2.337182,NA,1.649444,NA,NA,NA,NA,NA,NA,NA,4.012688,NA,NA,NA,1268.78,6.368892,32.91465,7.785051,7.551869,3.72848,7.918068,NA,1.905573,NA,2.767377,NA,NA,3.636324,NA,NA,NA,NA,9.600851,NA,NA,3.342846,912.9174,NA,639.1033,NA,NA,NA,NA,NA,NA,NA,NA,3.44882,4.82767,3.90574,3.026641,3.051806,NA,1572.077,NA,NA,3.288288,NA,NA,NA,1.854578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.470596,NA,NA,2073.376,5.51327,4.853089,NA,NA,NA,NA,3.907623,NA,17.11963,NA,NA,NA,NA,NA,3.115028,NA,9.77104,NA,NA,NA,NA,NA,3.492328,NA,NA,5.642224,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.868311,NA,NA,NA,NA,2.285692,NA
1991-12,NA,NA,7.729807668,NA,5.245386,2.271951,NA,1.803977,NA,NA,NA,NA,NA,NA,NA,5.995099,NA,NA,NA,1214.856,6.975342,32.30983,8.268111,7.77871,3.909797,9.976609,NA,2.08553,NA,2.886431,NA,NA,3.9414,NA,NA,NA,NA,10.87141,NA,NA,4.505331,945.5041,NA,712.4835,NA,NA,NA,NA,NA,NA,NA,NA,5.393407,4.616532,4.31816,3.303651,4.244698,NA,1586.498,NA,NA,3.360702,NA,NA,NA,2.069609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.667618,NA,NA,2232.692,5.99327,4.304585,NA,NA,NA,NA,4.463791,NA,17.4298,NA,NA,NA,NA,NA,3.547952,NA,10.46956,NA,NA,NA,NA,0.621799,4.462965,NA,NA,6.356626,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.921529,NA,NA,NA,NA,2.084618,NA
1992-01,NA,NA,7.366429744,NA,4.582774,2.242736,NA,1.470603,NA,NA,NA,NA,NA,NA,NA,6.588643,NA,NA,NA,1153.42,6.132241,29.94141,8.775279,10.3932,4.32563,4.255235,NA,1.776491,NA,2.496,NA,NA,3.568818,NA,NA,NA,NA,9.561655,NA,NA,4.394772,924.73,NA,469.9273,NA,NA,NA,NA,NA,NA,NA,NA,4.454132,4.838253,4.261232,2.90129,3.47416,NA,1634.612,-2.651627,NA,3.293065,NA,NA,NA,1.851209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.486595,NA,NA,1656.869,5.773105,3.98989,NA,NA,NA,7.122927,4.320391,NA,16.74758,NA,NA,NA,NA,NA,3.665883,NA,10.19557,NA,NA,NA,NA,0.770938,4.695201,NA,NA,5.908458,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.830485,NA,NA,NA,NA,3.149185,NA
1992-02,NA,NA,6.631833292,NA,4.023991,2.342801,NA,1.455152,NA,NA,NA,NA,NA,NA,NA,8.042498,NA,NA,NA,1237.293,6.44337,33.43209,6.2058,9.584541,3.818328,3.901318,NA,1.842827,NA,2.628707,NA,NA,3.563001,NA,NA,NA,NA,9.531351,NA,NA,4.32099,1213.325,NA,451.2786,NA,NA,NA,NA,NA,NA,NA,NA,4.273695,4.201111,4.572201,3.080165,4.097675,NA,1334.365,-2.497401,NA,3.446725,NA,NA,NA,2.141471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.685842,NA,NA,1804.87,6.141014,3.181391,NA,NA,NA,6.907425,4.423823,NA,15.48687,NA,NA,NA,NA,NA,3.886338,NA,10.61296,NA,NA,NA,NA,0.78828,5.2378,NA,NA,5.972056,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79588,NA,NA,NA,NA,3.031699,NA
1992-03,NA,NA,7.565564488,NA,4.401055,2.309213,NA,1.450995,NA,NA,NA,NA,NA,NA,NA,11.00516,NA,NA,NA,1034.46,6.349245,35.84725,7.255998,9.075139,4.376223,3.253754,NA,1.821041,NA,2.42418,NA,NA,3.646278,NA,NA,NA,NA,10.15324,NA,NA,4.190677,1169.884,NA,462.6188,NA,NA,NA,NA,NA,NA,NA,NA,4.68683,4.882145,5.616797,3.312575,4.358269,NA,1381.636,-1.902509,NA,3.718364,NA,NA,NA,2.1158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.714359,NA,NA,1864.354,6.362795,4.458571,NA,NA,NA,7.741624,4.837614,NA,14.61442,NA,NA,NA,NA,NA,4.653363,NA,9.880398,NA,NA,NA,NA,1.026872,5.47679,NA,NA,5.99838,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.832368,NA,NA,NA,NA,2.475038,NA
1992-04,NA,NA,7.009534512,NA,4.070885,2.350587,NA,1.505542,NA,NA,NA,NA,NA,NA,NA,11.74986,NA,NA,NA,966.6981,5.845156,31.84397,7.435486,8.860206,4.082109,3.860961,NA,1.850302,NA,2.514306,NA,NA,3.764264,NA,NA,NA,NA,10.6623,NA,NA,3.36994,1520.255,NA,510.1988,NA,NA,NA,NA,NA,NA,NA,NA,5.050255,4.734076,4.845511,3.429938,5.008198,NA,1228.189,-2.054799,NA,3.482889,NA,NA,NA,2.231302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.19038,NA,NA,1805.65,6.592699,4.639532,NA,NA,NA,8.611498,4.310259,NA,15.51414,NA,NA,NA,NA,NA,4.16765,NA,10.29895,NA,NA,NA,NA,1.112185,4.630835,NA,NA,5.812975,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.772264,NA,NA,NA,NA,2.535166,NA
1992-05,NA,NA,7.792451835,NA,4.290149,2.465591,NA,1.625633,NA,NA,NA,NA,NA,NA,NA,13.16953,NA,NA,NA,935.7858,6.001308,38.434,7.785502,7.973624,4.240155,3.011864,NA,2.030258,NA,2.607097,NA,NA,4.096048,NA,NA,NA,NA,10.44357,NA,NA,3.881625,1335.777,NA,512.9979,NA,NA,NA,NA,NA,NA,NA,NA,6.518598,5.121041,4.749177,3.679379,5.022019,NA,1063.481,-1.809673,NA,3.568927,NA,NA,NA,2.280008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.183168,NA,NA,1834.295,6.846118,4.548627,NA,NA,NA,7.66525,3.503718,NA,18.13186,NA,NA,NA,NA,NA,3.822828,NA,11.29393,NA,NA,NA,NA,1.481026,5.755353,NA,NA,6.901665,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.780097,NA,NA,NA,NA,3.522613,NA
1992-06,NA,NA,7.385336689,NA,4.041635,2.450231,NA,1.994706,NA,NA,NA,NA,NA,NA,NA,13.63933,NA,NA,NA,944.4118,6.026429,34.90464,6.856719,7.342249,3.658108,6.256967,NA,2.037982,NA,2.268221,NA,NA,3.918904,NA,NA,NA,NA,11.12663,1.145496,NA,3.686609,1374.977,NA,522.1716,NA,NA,NA,NA,NA,NA,NA,NA,5.624935,5.123478,5.116378,2.931944,4.627126,NA,1105.851,-1.332985,NA,3.448312,NA,NA,NA,2.116531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.039171,NA,NA,1967.259,6.970745,3.883538,NA,NA,NA,8.287008,3.764842,NA,17.49214,NA,NA,NA,NA,NA,4.093919,NA,9.660674,NA,NA,NA,NA,1.915074,5.692173,NA,NA,5.473216,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.814826,NA,NA,NA,NA,2.881712,NA
1992-07,NA,NA,7.588871323,NA,3.824395,2.503989,NA,1.907359,NA,NA,NA,NA,NA,NA,NA,12.74344,NA,NA,NA,922.0179,5.719927,32.99868,4.167142,7.691721,3.216333,3.980428,NA,1.665699,NA,2.584739,NA,NA,3.418611,NA,NA,NA,NA,9.437276,3.736512,NA,4.248941,1040.061,NA,482.0083,NA,NA,NA,NA,NA,NA,NA,NA,4.354736,5.321095,5.304217,2.709032,5.124443,NA,595.8186,-1.293525,NA,3.389819,NA,NA,NA,2.183683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.398732,NA,NA,1834.53,7.318671,3.888812,NA,NA,NA,8.209397,3.693766,NA,18.46914,NA,NA,NA,NA,NA,4.377001,NA,10.2457,NA,NA,NA,NA,2.30255,5.372531,NA,NA,5.707766,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.766103,NA,NA,NA,NA,2.661251,NA
1992-08,NA,NA,7.669482383,NA,4.195363,2.453229,NA,1.896391,NA,NA,NA,NA,NA,NA,NA,14.66912,NA,NA,NA,959.7393,6.03693,35.61682,4.001293,8.975903,3.218564,3.829479,NA,2.096082,NA,2.532672,NA,NA,3.460835,NA,NA,NA,NA,10.15663,3.743997,NA,3.079741,986.7683,NA,441.2622,NA,NA,NA,NA,NA,NA,NA,NA,6.22343,5.299366,5.523635,2.849653,6.479664,NA,567.3946,-1.177643,NA,3.540857,NA,NA,NA,2.471619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.161352,NA,NA,1868.751,7.664332,4.660351,NA,NA,NA,9.149609,2.876429,NA,17.94588,NA,NA,NA,NA,NA,4.202191,NA,10.69062,NA,NA,NA,NA,2.761639,4.030453,NA,NA,5.895251,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.832593,NA,NA,NA,NA,2.863776,NA
1992-09,NA,NA,7.170739173,NA,3.476894,2.862044,NA,1.544533,NA,NA,NA,NA,NA,NA,NA,12.55989,NA,NA,NA,769.3278,5.600693,32.47936,3.585672,6.637753,3.341632,2.36453,NA,3.661091,NA,2.514434,NA,NA,3.542266,NA,NA,NA,NA,8.511618,3.43978,NA,3.052183,854.2962,NA,481.3771,NA,NA,NA,NA,NA,NA,NA,NA,6.902718,5.242623,4.944565,2.008334,3.22521,NA,626.1922,-1.168147,NA,3.467516,NA,NA,NA,2.390098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.732651,NA,NA,2114.717,6.574032,3.354211,NA,NA,NA,9.069336,3.720769,NA,14.44271,NA,NA,NA,NA,NA,3.870572,NA,10.34311,NA,NA,NA,NA,2.789865,4.772749,NA,NA,5.945097,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.794002,NA,NA,NA,NA,2.343179,NA
1992-10,NA,NA,7.414154173,NA,3.150338,2.786896,NA,1.359338,NA,NA,NA,NA,NA,NA,NA,12.62649,NA,NA,NA,836.0663,5.416446,32.26347,3.257194,6.478775,3.258242,3.805221,NA,2.658239,NA,2.739854,NA,NA,3.554478,NA,NA,NA,NA,7.747258,2.252333,NA,3.512999,905.8452,NA,499.9357,NA,NA,NA,NA,NA,NA,NA,NA,5.452811,5.421706,5.280259,2.105538,4.288794,NA,741.546,-0.841761,NA,3.443812,NA,NA,NA,2.131612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.990682,NA,NA,2029.061,7.881128,4.306137,NA,NA,NA,9.08724,3.979707,NA,13.14074,NA,NA,NA,NA,NA,4.186825,NA,9.905757,NA,NA,NA,NA,2.681714,7.186325,NA,NA,5.856238,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.676099,NA,NA,NA,NA,2.248161,NA
1992-11,NA,NA,8.426548063,NA,3.290136,2.668426,NA,1.228997,NA,NA,NA,NA,NA,NA,NA,14.34808,NA,NA,NA,621.8176,6.016721,30.85924,3.186425,7.496496,3.45367,4.606631,NA,2.807951,NA,2.555656,NA,NA,3.590781,NA,NA,NA,NA,7.001933,3.293852,NA,3.932733,773.5389,NA,516.0515,NA,NA,NA,NA,NA,NA,NA,NA,5.606788,4.970315,4.323817,1.928904,5.651678,NA,790.2225,-0.825923,NA,3.527516,NA,NA,NA,2.621791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.045428,NA,NA,2014.5,6.47797,4.366536,NA,NA,NA,9.579436,4.296635,NA,12.49869,NA,NA,NA,NA,NA,3.555964,NA,9.844689,NA,NA,NA,NA,2.786413,5.919569,NA,NA,5.929084,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62683,NA,NA,NA,NA,2.266109,NA
1992-12,NA,NA,9.077097492,NA,3.229201,2.810634,NA,1.654923,NA,NA,NA,NA,NA,NA,NA,12.2301,NA,NA,NA,746.3149,6.421226,32.7216,2.766898,7.503879,3.732518,5.996086,NA,2.907696,NA,3.327858,NA,NA,3.390605,NA,NA,NA,NA,7.25966,4.506932,NA,3.069355,632.0606,NA,511.6781,NA,NA,NA,NA,NA,NA,NA,NA,4.946087,4.754169,5.041817,1.897541,3.205272,NA,694.2326,-0.601765,NA,3.352349,NA,NA,NA,2.553363,NA,NA,NA,NA,NA,1.502505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.217153,NA,NA,2133.983,5.869939,4.04922,NA,NA,NA,9.405206,3.977162,NA,11.82109,NA,7.683893,NA,1.525835,NA,4.152069,NA,9.440417,NA,NA,NA,NA,2.679003,6.284305,NA,NA,5.89128,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54613,NA,NA,NA,NA,1.600828,NA
1993-01,NA,NA,11.65416123,NA,3.371141,3.301251,NA,1.522126,NA,NA,NA,NA,NA,NA,NA,11.61185,NA,NA,NA,663.5719,5.547527,33.39887,4.160811,9.521473,3.174376,2.392995,1.135975,3.393345,NA,2.310983,NA,NA,3.730126,NA,NA,NA,NA,9.055202,4.462843,NA,3.805921,735.8567,NA,533.4225,NA,NA,NA,NA,NA,NA,0.959639,NA,5.444067,4.812819,5.127239,2.375612,5.426552,NA,812.8311,-0.517506,NA,3.545083,NA,NA,NA,2.756291,NA,NA,NA,NA,NA,1.199334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.462869,NA,NA,1967.556,7.573544,4.496272,NA,NA,NA,11.58144,4.549008,NA,12.15334,NA,NA,NA,NA,NA,4.084403,NA,11.32022,NA,NA,NA,715.715,2.584879,6.654916,NA,NA,6.223373,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.690637,NA,NA,NA,NA,1.990587,NA
1993-02,NA,NA,12.45630941,NA,2.777346,3.045203,NA,1.451668,NA,NA,NA,NA,NA,NA,NA,13.87849,NA,NA,NA,699.3471,5.994734,31.86517,2.246993,9.674727,3.178745,1.919418,0.662624,2.76399,NA,3.342093,NA,NA,3.18227,NA,NA,NA,NA,8.375144,3.569348,NA,2.426135,960.2057,NA,564.7578,NA,NA,NA,NA,NA,NA,0.303628,NA,4.791453,5.332251,4.605228,2.134317,3.96662,NA,650.7766,-0.622934,NA,3.458241,NA,NA,NA,2.601224,NA,NA,NA,NA,NA,1.212938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.028571,NA,NA,2554.896,6.898151,4.316853,NA,NA,NA,10.2707,4.650349,NA,10.3882,NA,NA,NA,NA,NA,3.741062,NA,9.699621,NA,NA,NA,454.5782,2.433403,5.760177,NA,NA,5.716598,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.622752,NA,NA,NA,NA,1.697874,NA
1993-03,NA,NA,10.45406526,NA,2.878343,3.184414,NA,1.368629,NA,NA,NA,NA,NA,NA,NA,10.67142,NA,NA,NA,742.4334,5.737583,29.9956,2.659082,7.948577,3.075936,2.140592,1.250789,2.558614,NA,3.579542,NA,NA,3.358154,NA,NA,NA,NA,7.548258,4.136601,NA,2.157161,825.3439,NA,562.0906,NA,NA,NA,NA,NA,NA,0.656025,NA,5.152836,5.386317,5.825553,3.009396,4.06594,NA,731.0337,-0.44169,NA,3.413004,NA,NA,NA,2.729984,NA,NA,NA,NA,NA,1.063229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.820374,NA,NA,2331.775,7.788869,4.18524,NA,NA,NA,10.62597,4.954837,NA,8.904306,NA,10.1498,NA,2.418365,NA,4.57322,NA,9.80038,NA,NA,NA,436.3058,2.371748,5.652318,NA,NA,5.937523,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.560004,NA,NA,NA,NA,1.322495,NA
