date,advanced,Argentina,Armenia,antiguaAndBarbuda,Australia,Austria,Burundi,Belgium,Bulgaria,Bahrain,Bahamas,Belize,Bolivia,Brazil,centralAfricanRepublic,Cada,Switzerland,Chile,China,Cote,Cameroon,DRC,Colombia,costaRica,Cyprus,czechRepublic,Germany,Dominica,Denmark,dominicanRepublic,Algeria,emdeEAP,emdeECA,Ecuador,Egypt,EMDE,Spain,Finland,Fiji,France,Gabon,UK,Georgia,Ghana,Gambia,equatorialGuinea,Greece,Greda,Guyana,highIncome,hongKong,Croatia,Hungary,Indonesia,India,Ireland,Iran,Iceland,Israel,Italy,Japan,stKitts,Korea,Kuwait,emdeLatAm,stLucia,lowIncome,Lesotho,Luxembourg,Latvia,Morocco,Moldova,Mexico,middleIncome,northMacedonia,Malta,emdeMENA,Malawi,Malaysia,Nigeria,Nicaragua,Netherlands,Norway,newZealand,Pakistan,Pama,Peru,Philippines,papuaNewGuinea,Poland,Portugal,Paraguay,Romania,Russia,emdeSouthAsia,saudiArabia,Singapore,solomonIslands,sierraLeone,emdeSSA,Slovakia,Sweden,Togo,Thailand,trinidadAndTobago,Tunisia,Turkey,Taiwan,Uganda,Ukraine,Uruguay,US,stVincent,Venezuela,Vietnam,World,Samoa,southAfrica,Zambia
2000-08,108.8941,179.3297,72.12128,116.5685,71.02781,98.0179,119.08,92.58426,69.45552,130.0183,117.3036,114.3001,112.1221,76.84827,88.686,77.40776,92.29586,102.3217,91.78854,86.69713,93.61794,467.7693,76.9621,92.46857,90.94018,66.12853,98.66541,120.5435,93.0287,105.0264,118.3179,91.68203,72.93706,76.38415,120.6161,96.16361,88.41079,99.21314,105.8945,96.43655,95.19958,129.4994,85.30229,82.84479,187.461,59.53041,84.43649,111.7779,96.24257,108.6138,139.9926,88.03535,71.86353,92.32481,83.79088,81.86766,266.8324,136.6324,116.7084,92.60421,124.5535,107.4341,110.7507,99.37827,101.3047,112.7174,242.5381,61.07689,92.94346,93.74932,112.3401,75.48427,120.2888,95.2365,104.6478,89.9326,160.2115,129.0666,96.51756,72.32616,109.2778,92.14527,90.12514,75.68701,115.1038,107.1805,97.48915,89.65325,91.19534,92.68854,93.2451,100.9525,82.94213,57.15709,86.78875,116.7379,97.00591,117.0491,127.024,92.89856,57.58373,110.7524,87.50565,86.26388,72.22349,130.972,83.71029,133.345,113.4428,99.23815,111.8769,119.9407,118.4104,125.6958,90.32096,104.7267,74.59531,93.5836,58.77799
2000-09,109.1548,180.8309,73.28163,115.9713,68.31682,97.33609,118.2732,91.96967,69.91949,131.0815,118.2164,115.0603,114.5375,76.35172,87.75692,77.49891,92.43727,100.8773,93.75592,85.45966,92.2655,578.9776,76.50559,93.01281,89.45027,65.17297,97.55708,121.1364,92.26321,106.7065,117.3247,92.96108,74.18506,79.47579,121.3233,97.26737,87.7666,98.22051,104.7783,95.54505,94.37841,127.9691,87.8146,86.25997,180.9131,57.0686,83.29507,114.1002,97.32816,108.8787,139.4482,88.57477,71.27936,90.62286,84.50733,80.70551,274.2601,134.2636,117.7593,91.55004,126.4358,108.4475,112.1815,101.2781,101.3645,114.3118,280.6916,59.82222,92.51676,94.4086,114.1312,78.10784,119.9321,96.28746,104.6005,88.90522,162.8901,123.1092,96.84713,73.03749,109.7941,91.25882,90.14301,72.52277,115.7203,104.9447,98.18181,88.25142,92.81202,93.20093,92.59758,103.608,83.07225,58.43115,87.49563,117.6122,96.18907,118.8335,131.6971,95.64762,56.61198,109.1865,85.24271,84.66877,73.22231,130.8682,85.60176,134.903,110.0675,102.7849,113.2937,121.2037,119.4845,128.248,90.07158,105.2634,73.03172,93.57518,60.90888
2000-10,109.5858,182.6481,72.93686,115.9772,65.79652,96.89113,118.3902,91.20027,70.19992,132.2207,119.0364,115.741,116.255,75.38325,86.73093,76.5475,92.78473,102.0703,94.69859,85.05411,91.58916,515.2358,78.41433,93.57551,88.54397,65.38236,96.79892,121.9262,92.17237,106.032,117.7139,93.44004,75.36923,81.49077,117.2182,97.70988,87.4284,97.52388,104.3996,94.65998,95.01716,131.2737,88.96484,88.49235,174.3335,56.52062,83.42544,114.2884,97.00717,109.3068,140.5756,88.75332,71.25917,89.45996,85.38645,80.13959,279.0551,133.6486,117.7149,91.10695,125.7037,108.0386,111.706,102.1872,101.1793,115.1454,256.3891,58.13652,92.20051,94.98889,116.5651,79.58832,118.8735,96.81563,102.6186,89.18786,164.3635,113.0638,98.31396,72.55016,110.2368,90.85948,89.94151,70.95178,115.8911,103.0215,98.58327,84.99519,88.64285,92.25137,92.26462,104.716,83.34288,60.08398,88.30694,118.7719,96.55513,121.2529,139.2553,93.94723,56.0312,107.2991,84.77697,82.45678,74.02755,130.7056,87.6619,133.5628,109.1069,104.6282,114.9015,123.048,119.3607,129.41,89.65346,105.6981,73.73671,93.56694,61.11611
2000-11,109.6063,184.8014,71.80815,116.5649,65.08601,97.18454,114.5252,91.56063,70.59058,132.3397,119.0378,115.8368,113.272,73.03514,85.81208,75.25384,92.85621,101.5024,95.63008,85.07101,91.92389,378.872,80.0653,93.61032,89.16608,66.60631,97.05358,122.024,92.37017,106.6307,117.1121,93.92033,76.61768,82.8559,114.6617,97.80396,87.75119,97.86467,103.7587,95.02865,94.87093,129.0592,88.61315,89.37852,169.4486,57.17326,83.69036,114.6026,97.07967,109.3488,140.9076,88.69597,71.28678,87.06627,84.94446,80.91921,282.5802,130.8991,117.5428,91.32821,125.0157,108.1555,108.9202,101.7289,100.7637,115.7594,208.0388,56.72941,92.39607,94.35745,115.7934,79.57511,120.3736,97.01928,101.8579,89.39816,164.9639,116.4992,98.93791,69.25876,110.0906,91.17628,90.76644,70.99942,115.7509,106.2783,98.05873,83.92586,85.04351,94.19864,92.63006,105.8756,83.57932,61.01951,87.89385,118.9614,97.3437,121.7965,146.5133,89.5452,57.06364,106.0646,85.31157,81.99451,73.93172,129.9387,90.02953,132.5647,109.9739,104.3789,115.5678,123.8488,118.6778,129.6389,90.81562,105.7427,74.77013,93.55852,57.83313
2000-12,109.1131,181.9831,72.06182,116.0828,67.77442,98.0771,116.0946,92.78119,71.44853,130.0317,117.9844,114.9412,111.9164,71.93001,86.89346,76.01597,94.78959,100.6556,95.74268,86.94135,93.51001,477.7748,77.67389,93.25701,91.17792,66.80247,99.11254,121.2207,93.61285,106.2755,117.9779,94.10992,76.29552,84.45447,110.8667,96.93832,88.97055,99.5951,106.6074,96.32057,96.11063,128.7496,86.1544,87.91668,162.7762,59.27443,84.59912,113.673,96.73447,108.873,140.2085,89.43307,72.21084,87.51707,82.85867,82.8176,259.2329,129.507,115.8416,92.94223,120.6082,106.9395,103.4288,102.2035,100.0501,115.1247,244.4039,56.83751,93.43069,92.44415,113.2314,77.60851,121.4819,95.96278,103.0383,89.73872,157.1429,116.3477,99.1721,68.93105,109.3385,92.68828,90.80784,74.86002,115.3882,102.6695,97.7795,84.30435,84.95408,95.96501,93.87558,104.7341,80.51553,59.94097,85.97302,117.5815,97.95556,119.7949,152.1809,91.67485,56.72916,107.407,87.69764,82.93673,75.08316,128.6785,90.19855,128.0052,111.0788,103.7592,114.2355,122.8465,118.3235,129.3751,90.69383,105.1275,73.13656,93.55029,50.13991
2001-01,108.8623,179.8615,73.463,116.1722,68.90222,99.28965,113.9194,94.17346,72.7243,128.6261,117.9734,114.5249,110.6606,71.93419,88.96584,76.32847,95.62731,100.9913,97.1267,89.38416,96.44793,610.659,76.03886,93.09391,92.16205,68.36159,100.6524,121.4151,95.07218,107.0831,117.9663,95.18666,76.75516,89.9754,108.6547,97.57709,90.43198,101.7331,108.3577,97.81773,97.8373,126.3672,82.97458,87.60558,161.8265,61.85737,85.78095,112.3001,94.39931,108.6486,139.1797,89.14282,74.43799,87.36804,82.10938,85.00398,275.8594,128.3241,112.3566,94.9028,115.0482,106.19,99.7721,100.9262,99.05139,114.7792,290.4865,55.24543,94.02478,90.52789,112.3632,74.88403,117.7208,96.47476,103.4575,90.4926,161.242,114.1313,99.54562,69.27681,109.2544,95.24098,92.6045,76.90739,115.2025,99.85761,97.29017,83.71956,79.11832,98.47767,95.39956,103.4382,79.15689,59.6788,85.27769,116.7278,98.08075,120.716,148.4307,94.63223,57.02674,106.5031,90.11652,83.3539,74.54161,127.8661,91.1728,130.2217,106.5981,103.1164,112.2705,123.3576,116.5594,129.6308,90.79993,105.168,74.33356,92.19969,59.92261
2001-02,109.0185,181.5432,73.63574,116.0771,66.8472,98.95444,128.3149,93.73901,72.84616,129.3934,118.7252,114.6609,110.6954,70.76867,88.70204,75.74391,94.27938,102.3952,97.19662,88.95149,95.57706,396.4768,77.46283,93.72659,91.72631,68.90425,100.3491,121.7451,95.25702,106.8657,118.5955,95.40394,76.35476,92.638,109.0402,97.52305,90.32025,101.1652,107.8305,97.19904,96.78074,125.579,83.19386,88.90319,160.2937,61.13262,85.89843,112.7352,93.90247,108.8358,138.2363,87.85797,74.76679,86.85075,82.32292,84.74114,280.0641,128.84,113.0779,94.61328,115.322,107.013,102.2828,100.734,99.02934,115.4428,215.8272,55.10826,93.87246,90.61899,112.2644,75.52534,118.4302,96.56552,104.4378,90.20254,162.7931,115.6835,99.86138,69.20498,110.0383,94.99892,92.99164,76.04746,115.344,99.7556,97.55346,88.52168,81.53915,100.5137,95.32022,101.2157,80.36634,61.18485,85.48434,117.358,97.65435,121.7492,146.9068,90.00318,57.63217,105.0159,90.45377,84.92683,75.05528,128.8007,84.72545,129.4176,112.3494,104.3579,113.1953,124.2337,117.3469,129.753,91.18784,105.2553,73.95889,92.71667,59.45134
2001-03,109.0151,184.4041,75.35464,117.1648,64.2465,98.93842,127.4908,93.69608,73.09185,130.7326,119.88,115.4269,111.3579,68.53726,88.73924,74.47885,94.10173,99.5996,98.50043,89.27332,96.04246,712.806,77.76767,95.46672,92.1113,68.77108,100.3942,122.5307,95.48045,107.1044,121.0118,96.22003,74.28151,95.37872,110.608,98.17871,90.31299,101.2124,107.3908,97.21617,96.77444,126.8364,85.34158,91.01597,161.838,61.26451,85.97537,113.0487,95.03927,108.8709,139.9357,87.85945,74.98566,84.29752,83.43374,84.88966,287.1543,127.9447,113.3473,94.70091,111.0038,107.6971,101.6122,102.5996,99.01261,116.2456,330.1113,55.09453,93.95987,90.7563,112.181,75.29463,121.2511,96.83036,104.7036,90.87275,166.0311,117.7227,101.5077,67.16964,110.0566,95.14038,93.63424,75.20199,116.2073,99.93919,99.30724,89.35979,82.19316,102.6103,95.45117,102.3774,81.62102,62.98222,86.57146,119.2213,97.44122,124.8862,144.9054,97.28612,58.09253,103.5695,91.50607,83.81318,75.48655,128.9691,70.15328,129.7524,112.5684,106.2026,113.303,126.0172,118.6814,131.1801,92.18105,105.4677,77.24707,93.60714,73.57184
2001-04,108.9895,187.5251,75.75132,117.1731,64.82564,98.68397,124.2085,93.54634,72.79813,131.9815,121.1324,115.8007,112.1972,66.08919,88.45983,75.10322,93.96031,99.05586,99.74077,88.94802,95.88011,832.9194,77.39106,96.7376,91.55749,68.46462,100.0457,122.3641,94.99842,108.365,122.4942,96.58467,73.47166,97.48855,111.8165,98.70453,89.76467,100.5119,107.4086,96.77277,96.19756,127.8933,88.63734,92.40537,161.6264,60.85667,85.96534,113.3688,95.38174,108.8966,141.2312,89.96818,74.7704,78.76353,84.34615,84.42158,293.7684,123.0551,114.9753,94.4591,109.8777,107.7593,99.88992,104.0518,99.21485,117.3995,373.968,54.28216,93.49132,90.82925,111.292,76.46029,125.6305,97.14817,103.786,91.24247,168.686,122.9297,102.6216,71.02636,110.4664,94.76088,93.65377,73.73879,116.6655,99.4398,98.34445,87.01744,88.6236,105.5475,94.99065,103.7082,83.05524,64.24595,87.44038,120.3213,96.26236,126.4228,150.0224,101.2082,58.25892,103.7281,91.30626,82.32856,75.79042,129.4394,61.38861,130.518,112.2112,108.7664,114.4557,126.5255,119.1983,132.3813,92.70687,105.6226,75.60155,92.67582,72.36422
2001-05,109.2199,191.1731,76.33375,118.5908,67.04966,97.82185,116.0285,92.93678,71.60144,132.0824,121.3828,115.6618,112.2764,63.38061,87.30917,76.25973,92.86664,98.7405,98.26027,88.54271,94.96206,456.3925,76.96796,96.74609,90.41256,68.39046,98.77197,122.5769,94.21141,108.8623,123.5989,95.33224,76.22028,97.7068,112.266,98.36791,89.3204,99.64826,107.3676,96.20447,95.71437,128.7813,86.13046,93.95959,162.825,59.78196,85.19805,113.2488,95.57854,109.1505,141.2155,92.28189,76.89815,78.07092,84.69162,83.53428,294.7517,116.1164,116.4443,93.37477,111.9598,107.3117,101.8706,103.6845,98.86988,116.8114,238.6272,55.43036,93.10211,91.61635,106.5305,76.81762,128.0157,97.13365,102.7953,91.10924,168.6783,128.1433,102.34,77.4362,110.5147,93.97129,94.17376,76.09934,116.3755,97.6277,97.25992,86.53506,90.69801,108.4664,94.69338,103.9856,83.14933,65.14777,87.72501,119.8451,95.56759,124.3787,153.3316,95.63257,58.46861,103.4592,89.85464,82.37714,75.72023,128.6886,69.2944,129.1023,112.1783,108.8323,114.8574,126.5497,120.0373,133.6551,92.05818,105.6674,74.03302,94.4058,68.06414
2001-06,109.424,194.1551,76.05911,116.8385,67.42243,97.25471,110.5399,92.45304,70.96758,133.4464,121.9698,116.1599,113.2829,61.90738,88.31262,77.32324,92.89151,97.85666,98.4808,87.74392,94.76404,180.365,78.71782,97.03612,91.02692,69.38074,97.82402,123.345,93.64098,108.6808,125.228,95.69112,77.16723,98.2901,113.8088,98.7295,89.09118,98.85224,106.7234,95.45958,95.20994,128.6436,86.76441,96.73585,161.2304,59.95876,84.81317,113.565,95.85995,109.3949,142.3435,91.68597,80.08872,79.60258,86.48836,82.87232,298.0719,114.8298,117.3833,92.8234,111.7812,107.8411,103.2541,106.2539,98.99939,118.0726,140.3593,55.59328,92.86192,92.31029,106.3972,77.32392,129.393,97.727,103.4602,90.89612,170.5611,134.2269,103.1337,78.60964,111.053,93.41078,94.32604,75.4033,115.8882,96.27095,99.77415,85.93034,86.98387,110.6851,94.40808,103.3667,84.48923,66.72971,89.30308,120.9918,95.53565,123.5016,153.6208,90.03812,58.76177,100.6869,88.98991,83.18328,77.01629,128.8922,67.86144,125.6176,114.296,110.4639,113.1832,127.5759,120.4079,135.0092,91.9539,105.9231,76.25313,95.00574,64.98054
2001-07,109.4675,194.7414,73.55985,117.3962,66.51397,97.73129,119.218,92.62672,71.49714,133.337,122.0284,116.1732,114.5763,60.63883,88.30826,77.03216,94.0194,91.92941,98.74686,88.41868,96.05298,212.7763,79.00128,96.84856,90.29885,70.93558,98.33672,123.0704,94.31055,108.8581,124.5772,96.40638,75.27941,98.88337,112.283,98.73759,89.80808,99.11462,106.5773,95.81383,95.35147,128.8498,86.87739,98.60042,160.0326,60.48319,85.46677,113.3653,95.69913,109.3352,143.14,93.35328,80.12304,85.35743,87.47289,83.6346,303.8207,120.5522,116.9624,93.46742,109.6353,108.2028,103.4388,105.4642,98.19131,117.9422,154.2577,55.6649,93.03534,92.41927,106.6776,76.04126,128.3627,97.92847,101.7114,91.7874,171.9782,143.9221,103.6191,80.27364,113.914,94.00252,93.47326,74.75666,116.4171,96.06207,101.3335,84.16944,82.27586,103.9129,94.73253,97.89572,84.35131,66.94688,90.24398,121.0843,96.25829,124.3947,146.556,91.02313,59.40335,100.333,91.60607,82.94658,78.16508,129.565,63.5428,124.1132,117.1691,109.3609,112.7394,128.0803,120.9061,136.5061,91.6727,105.955,80.13753,93.40767,63.16988
2001-08,109.2242,192.2822,71.41988,116.6451,67.05925,98.54187,114.1868,93.96222,72.77704,131.0121,120.1052,114.7442,111.891,59.02884,88.68846,75.92358,94.85513,89.04439,96.58515,89.68154,99.03586,187.7371,78.94544,96.03159,92.76823,71.31449,99.98289,121.6343,95.58843,108.7189,124.2494,96.11652,72.84014,98.30949,102.8796,97.42355,90.63541,101.0295,107.2652,97.01809,96.7601,127.6994,85.61709,98.15983,157.2856,63.19684,86.83674,111.8879,94.7936,108.9885,140.625,91.49133,80.40036,101.0561,86.19169,85.44969,299.3783,120.2392,113.9507,94.95325,111.1316,107.1787,103.4603,103.0919,96.94267,116.2908,144.508,54.73428,94.02445,91.71802,106.9909,74.32673,128.634,96.78791,102.9735,92.86508,168.3069,153.9485,101.1689,79.88212,112.3646,95.52802,93.67702,77.14602,115.2507,94.75199,100.2297,84.90461,82.95398,99.04753,95.60296,95.24281,82.15448,65.14138,88.97377,118.1612,98.08389,119.9931,144.7327,89.01413,59.16465,101.701,93.61234,82.43427,78.47214,129.0737,60.28781,123.36,112.0484,108.0318,112.8624,125.8712,118.858,134.1467,89.05218,105.3611,79.30549,89.80532,65.23529
2001-09,109.647,194.0704,69.89196,115.8968,64.43069,98.91002,115.3593,94.23804,73.79601,131.1737,119.7183,114.372,111.9766,55.51025,90.34055,74.44683,96.65611,88.61569,96.60817,90.75574,98.03844,187.552,77.79039,96.09146,93.10587,70.42407,100.3358,120.1867,96.22796,109.1916,123.4726,95.81994,72.39051,100.5101,100.8337,96.50433,90.66087,101.8287,107.7146,97.17026,97.40378,129.261,84.15084,99.46562,151.0562,64.45253,87.1188,111.0221,94.31129,109.3766,139.6827,91.06012,79.14276,97.67793,84.56934,85.9333,299.7492,117.998,110.7996,95.2542,113.0662,107.1002,101.8819,103.7309,94.81682,116.0949,145.5683,53.00649,94.05378,92.25919,106.7762,74.36197,125.5132,95.8255,102.816,93.01676,167.8323,172.2911,100.5604,80.69607,108.0606,95.97953,95.31428,75.43634,116.0033,94.14427,100.3008,85.44493,82.62784,98.72869,95.8392,94.64536,81.67443,64.80735,87.5788,117.3417,97.97252,119.7363,138.7056,87.91363,58.9714,98.6459,92.39822,83.15357,78.04231,128.4619,59.53313,123.137,110.0419,107.9322,112.7571,126.3909,118.6072,133.8357,88.29159,105.3446,77.93689,85.91052,65.50151
2001-10,109.4952,196.0247,69.49801,116.678,65.07061,98.81684,114.5779,94.32018,74.91897,137.8405,120.062,114.9615,112.1846,54.69753,90.62657,74.16626,97.10263,85.8848,97.47153,91.33437,99.07294,190.2615,78.46493,96.03029,93.65809,71.53053,100.2612,121.418,96.26228,108.959,124.8259,95.89907,73.11829,101.9603,101.6728,96.88563,90.38075,101.4249,108.1628,97.2481,96.714,128.6325,84.87912,102.2723,151.9683,65.08992,87.15368,111.2472,94.09947,109.2743,140.3133,91.86533,79.68212,91.28419,85.01593,86.18781,304.0701,116.189,111.7567,95.34429,111.0426,108.0131,102.1144,104.7108,95.16431,115.9003,147.3939,49.86227,94.04996,91.84432,107.171,75.5061,127.5413,96.13379,102.302,92.28535,169.8536,179.5931,101.5814,82.29639,108.1979,96.11271,95.14684,74.94873,116.4291,98.49932,101.8358,85.47113,81.07228,101.8856,96.02608,92.91598,82.50333,65.55786,88.0234,118.3886,94.9534,120.899,134.039,86.68452,58.9757,99.44567,91.7044,82.84075,78.15744,128.5196,58.67672,126.1751,110.7604,108.8528,110.7931,126.7819,118.8344,135.5058,88.70884,105.3673,78.2856,80.57609,67.35062
2001-11,109.4283,191.484,70.12113,117.4159,67.37733,98.27405,113.2051,93.81967,74.24057,138.7906,121.6925,115.3657,106.6772,59.73761,89.75917,72.59992,97.43079,88.28585,97.99563,91.10016,97.76358,196.502,78.75471,96.17875,92.61964,71.61147,99.27984,122.0337,95.11322,109.2258,125.6951,96.20522,75.55418,103.3226,102.3164,98.10917,89.98725,100.3626,107.6256,96.44942,96.25961,128.4143,83.60123,103.9646,148.7475,65.00423,86.60749,112.0253,95.46459,109.2559,140.6855,91.63873,80.36385,89.13996,86.41035,85.61661,308.2934,112.5478,113.9443,94.65432,109.9565,109.1377,103.8731,106.6563,97.59835,118.2985,149.0514,47.54845,93.80587,92.05403,107.0125,76.64609,130.1202,97.3561,102.1705,93.4298,171.6063,176.9677,103.0446,77.25507,108.3836,95.62047,95.13266,75.53828,115.998,101.0852,101.6897,85.87386,77.71012,104.3648,95.90974,87.11339,84.35787,66.29718,89.24305,119.008,94.05172,120.8264,125.722,83.68738,59.3933,100.2814,91.81337,83.81325,77.36782,129.2931,65.61027,125.6518,111.3378,110.0469,100.5893,127.4571,119.9804,136.2067,89.34268,105.7229,77.25494,77.63526,68.98002
2001-12,108.9598,186.1882,71.34006,117.9192,67.63697,98.32961,112.6519,93.99529,74.21778,139.1897,122.0985,115.2717,103.8424,64.92786,88.32384,73.47617,96.65545,90.31761,99.09636,91.20119,98.52651,193.3802,78.99389,96.10928,93.35443,73.49555,99.76081,122.238,95.28571,107.8769,126.7206,97.6955,76.93152,103.6223,98.22985,99.15775,90.42299,100.6881,107.1178,96.73832,96.02717,129.1208,83.34146,103.6114,152.317,65.64898,87.11891,112.0007,95.62914,108.8418,137.8101,91.88792,81.70569,93.98938,86.20805,86.29766,310.4491,115.7827,112.5212,94.71893,105.2593,108.8012,103.8883,106.5371,99.61681,117.8802,149.5721,40.0134,93.80073,91.49616,108.1398,76.22778,131.396,98.41279,101.8901,93.85111,172.0649,182.1839,103.9899,75.46436,111.0124,96.21511,94.57034,75.92644,115.7035,101.1821,101.3079,87.49537,75.82538,105.9856,96.24986,84.52949,84.9482,66.10708,89.03192,119.6744,94.03336,121.1301,127.0289,78.18456,59.48712,100.3765,92.04732,85.28772,77.15442,129.1419,70.45209,123.589,114.2511,110.8493,97.0654,127.4747,119.4538,134.9102,90.90164,105.751,78.94925,65.26984,74.65745
2002-01,108.7329,143.5272,72.81477,120.2595,68.63753,98.20317,109.3219,94.15343,75.15721,140.3072,123.0797,115.5045,103.3768,66.16998,88.94778,72.79028,96.62479,91.70327,100.7459,90.36491,98.32432,193.2355,81.11008,96.08166,92.50942,75.25288,99.36297,122.5292,95.09203,107.6358,124.9731,99.34877,79.5642,106.0569,95.34009,99.79647,90.32929,100.7178,106.8653,97.08663,95.77398,128.3541,81.68396,103.9315,149.846,65.56683,87.41419,112.5006,94.67006,108.6478,138.2527,89.97309,83.51293,96.21562,85.51121,86.37885,315.2408,120.1787,107.8504,94.22088,101.0366,108.7771,103.2958,106.6009,97.11013,115.2563,149.3345,49.50867,93.56141,91.06464,108.1745,77.14282,132.8506,99.05371,102.3195,94.88969,173.3117,181.4486,105.0337,82.01894,110.9424,96.45028,95.19532,78.25323,117.0333,102.6907,100.9555,89.04436,79.19191,105.6959,96.19023,81.72302,85.65198,67.40483,88.52911,120.7367,94.38913,118.3097,131.7406,81.43635,59.63721,101.8528,91.87532,86.18535,78.40314,130.6564,79.09401,123.6688,113.768,111.1135,99.66235,128.6411,120.0365,134.881,92.63946,105.8075,79.24834,66.99444,75.84696
2002-02,108.6269,100.2031,72.52086,119.4689,68.52698,97.79977,110.9158,93.58882,76.04264,141.3371,123.4153,116.0991,109.2936,66.93506,87.82622,73.43981,95.82562,92.15523,101.8645,90.43083,98.54237,194.1967,83.09596,96.12388,92.21532,75.50065,98.8837,122.8978,95.24797,106.602,124.5317,100.7127,80.1791,108.9242,95.68526,99.55625,90.13186,99.75396,105.8699,96.47814,95.28976,128.5329,81.78859,103.0609,149.3335,62.98021,86.56073,112.7536,97.9082,108.5429,138.3628,90.47565,84.02748,100.4275,84.97877,85.88073,320.4284,122.7187,106.1561,94.2193,99.69147,109.1523,103.6492,105.9154,93.11385,116.0276,148.8534,50.51214,93.44129,91.02868,108.718,77.23148,133.8132,98.79972,101.909,94.12975,175.0179,173.4235,105.2933,81.70654,111.2261,96.0184,96.215,77.66524,117.6306,103.3661,101.9218,89.33429,80.94704,103.5997,95.97428,87.39919,86.8136,68.01539,88.10483,121.3055,95.24218,115.0469,131.434,82.00994,59.53531,101.9629,90.58635,86.8733,78.65178,131.2521,81.66196,125.123,114.3223,109.8283,109.8013,129.0764,121.3097,118.9521,94.64513,105.6575,80.19444,68.96824,76.10241
2002-03,108.7289,80.69571,78.79869,119.8889,69.81209,97.71804,113.6635,93.69466,76.31097,140.6198,122.9197,115.5293,108.6371,70.00271,88.19493,74.02224,96.18686,95.13384,99.87346,90.11932,98.40933,192.0472,83.52906,95.55363,92.11722,76.30965,99.01275,122.7585,95.30695,107.3209,121.656,99.13576,80.12438,109.4519,95.17488,92.98216,90.4566,99.85754,106.7125,96.51335,95.21117,127.8179,84.91751,101.7094,145.9236,63.6304,86.90789,112.3727,96.82697,108.6485,138.8263,91.215,83.90141,100.2041,84.68415,86.39476,71.33176,121.811,105.3618,94.25517,101.6305,108.6948,103.4137,105.3385,93.08807,116.6497,146.7225,50.83845,93.4084,90.89772,109.4411,75.39556,134.4659,91.61736,102.0105,93.65778,101.8124,168.871,105.4597,81.7185,110.4351,96.19665,96.99099,79.42769,117.204,104.1967,102.6338,89.51736,80.52887,104.1546,96.06235,89.34359,84.84559,67.70883,87.79757,120.267,94.63881,114.0065,126.0854,81.88744,59.94089,103.9781,91.84321,87.21658,78.21768,129.8771,82.19314,122.5823,112.1863,108.4376,109.9013,128.3831,120.7952,118.1606,93.26692,103.5741,79.10739,69.11674,75.97212
2002-04,108.7192,68.13261,79.12493,119.344,70.65186,98.0372,119.6231,93.68224,75.79826,140.0199,121.9241,115.3768,108.4455,71.31526,87.71071,74.34981,96.96302,96.96629,98.84493,90.08399,98.63759,195.9039,83.69057,94.57987,92.33463,78.50648,98.74855,122.3653,95.35994,104.733,118.5743,98.42293,80.84851,110.0576,94.12738,92.73782,91.13107,100.2762,106.8439,96.81451,94.84034,128.5524,85.07601,98.21478,141.6027,64.35771,87.25433,111.6481,96.61053,108.6415,137.6995,91.58754,85.23322,101.732,83.79757,86.96108,71.16114,125.2221,103.0261,94.43217,101.4266,108.2276,103.6928,104.75,93.00183,116.4068,146.5109,53.19875,93.65561,90.36422,108.4137,75.55745,132.9446,91.34607,102.5761,93.93285,100.7841,161.9191,104.6346,84.22303,109.6019,96.59609,98.18921,80.93812,116.2973,103.5834,103.1226,89.20856,79.38592,105.1021,96.30034,91.30019,84.46088,67.40182,86.90906,118.9503,94.2213,105.7769,125.3075,83.88395,60.38312,103.2479,93.16423,87.16682,77.75106,129.0297,85.162,123.5617,109.3658,108.6961,106.6489,128.0212,119.5805,126.6585,92.20839,103.4875,78.90477,72.05176,74.14743
2002-05,108.9233,67.72563,78.62666,119.0929,71.37228,98.78686,110.4765,94.50638,75.0306,137.6519,119.6576,115.0738,109.8634,66.22596,88.67187,75.63545,98.56206,96.01602,95.85162,90.8033,98.91497,191.4012,82.95205,93.70711,93.29503,78.45589,99.78498,121.1946,96.11322,103.6188,114.836,96.26436,78.73677,111.0578,92.80859,90.31298,91.98419,101.3522,106.9673,97.55143,95.5762,127.2059,84.80488,95.43288,136.7924,66.35422,87.86426,110.5512,96.28527,108.7686,136.1571,92.21458,85.84989,104.5872,82.70235,88.66662,71.20143,129.0284,100.4173,95.56035,104.0774,108.1211,107.308,103.0881,88.41922,114.8546,143.5386,58.11792,94.35073,89.44609,109.495,74.96083,127.3415,88.87136,103.7314,93.63488,99.37043,157.4074,102.8441,82.95689,108.5844,97.49749,100.901,82.5937,115.7258,100.8441,102.7819,89.6129,78.15787,102.2979,97.01448,90.99255,82.88196,67.19401,85.86399,116.5027,94.57116,102.9194,128.7827,85.26103,59.16107,103.3446,94.36836,86.87198,78.38764,127.9016,78.76444,122.8998,107.3181,106.448,107.0457,126.4679,117.3034,113.1819,90.32089,102.831,81.06652,77.45481,69.56587
