Date,devCountries,latAm,MENA,Argentina,Belarus,Belize,Brazil,Chile,China,Colombia,Cote,Croatia,dominicanRepublican,Ecuador,Egypt,elSalvador,Gabon,Georgia,Ghana,Hungary,India,Indonesia,Iraq,Jamaica,Jordan,Kazakhstan,Lebanon,Lithuania,Malaysia,Mexico,Morocco,Nigeria,Pakistan,Panama,Peru,Philippines,Poland,Russia,Senegal,southAfrica,sriLanka,trinidadAndTobago,Tunisia,Turkey,Ukraine,Uruguay,Venezuela RB,Vietnam
1997-01,489,467,,456,,,520,,120,286,,335,,648,,,,,,,,,,,,,,,197,400,436,761,,331,421,380,221,656,,242,,,,365,,,436,
1997-02,489,467,,456,,,520,,120,286,,335,,648,,,,,,,,,,,,,,,197,400,436,761,,331,421,380,221,656,,242,,,,365,,,436,
1997-03,489,467,,456,,,520,,120,286,,335,,648,,,,,,,,,,,,,,,197,400,436,761,,331,421,380,221,656,,242,,,,365,,,436,
1997-04,489,467,,456,,,520,,120,286,,335,,648,,,,,,,,,,,,,,,197,400,436,761,,331,421,380,221,656,,242,,,,365,,,436,
1997-05,489,467,,456,,,520,,120,286,,335,,648,,,,,,,,,,,,,,,197,400,436,761,,331,421,380,221,656,,242,,,,365,,,436,
1997-06,489,467,,456,,,520,,120,286,,335,,648,,,,,,,,,,,,,,,197,400,436,761,,331,421,380,221,656,,242,,,,365,,,436,
1997-07,489,467,,456,,,520,,120,286,,335,,648,,,,,,,,,,,,,,,197,400,436,761,,331,421,380,221,656,,242,,,,365,,,436,
1997-08,489,467,,456,,,520,,120,286,,335,,648,,,,,,,,,,,,,,,197,400,436,761,,331,421,380,221,656,,242,,,,365,,,436,
1997-09,489,467,,456,,,520,,120,286,,335,,648,,,,,,,,,,,,,,,197,400,436,761,,331,421,380,221,656,,242,,,,365,,,436,
1997-10,489,467,,456,,,520,,120,286,,335,,648,,,,,,,,,,,,,,,197,400,436,761,,331,421,380,221,656,,242,,,,365,,,436,
1997-11,489,467,,456,,,520,,120,286,,335,,648,,,,,,,,,,,,,,,197,400,436,761,,331,421,380,221,656,,242,,,,365,,,436,
1997-12,489,467,,456,,,520,,120,286,,335,,648,,,,,,,,,,,,,,,197,400,436,761,,331,421,380,221,656,,242,,,,365,,,436,
1998-01,539.05,513.95,,489.15,,,582.2,,120.45,314.35,,405.55,,751.8,,,,,,,,,,,,,,,236.75,421.15,497.4,764.25,,341.2,473.5,426.6,235.65,772.7,,282.85,,,,392.4,,,506.6,
1998-02,484.6842105,456.3157895,,420.5263158,,,511.3684211,,129.1052632,292.8421053,,367.0526316,,714.5789474,,,,,,,,,,,,,,,219.4736842,380.6842105,464.4736842,687.7368421,,309.8947368,423.8421053,348.1052632,208.4210526,738.2105263,,279.7894737,,,,409.6842105,,,462.6842105,
1998-03,448.6363636,425.8636364,,396.5454545,,,462.8636364,,129.7272727,271.5909091,,334.1818182,,664.5454545,,,,,,,,,,,,,,,246.3636364,370.4090909,422.5,662.5909091,,293.2272727,406.1363636,346.5909091,196.3636364,650,,251.8636364,,,,382.8636364,,,436.6363636,
1998-04,449.7142857,433.6666667,249,410.1428571,,,464.3809524,,129.7142857,291.5714286,586,341.3333333,,702.9047619,,,,,,,,,,,,,249,,265.952381,374.4285714,431.4761905,675.6666667,,297,398.3333333,347.952381,189.8095238,651.7142857,,243.5238095,,,,374.7619048,,,457.0952381,
1998-05,484.4,473.6,261.35,440.6,,,520.2,,125.2,313.95,609.85,358,,749.75,,,,,,,,,,,,,261.35,,293.85,404.35,424.85,735.45,,328.6,425.3,372.45,182.2,706.15,,240.25,,,,389.75,,,498.05,
1998-06,555.4545455,538.8636364,271.9090909,483.9545455,,,612.9090909,,129.5454545,369.7727273,672.4090909,384.0454545,,811.6363636,,,,,,,,,,,,,271.9090909,,371.6363636,452.8636364,452.5454545,806.3181818,,361.7727273,491.1363636,393.7727273,200.6818182,862.3636364,,285.4090909,,,,441,,,580,
1998-07,593.2727273,550.3636364,250.5909091,457.5454545,,,613.5454545,,143.2727273,370.3181818,754.5909091,372.9545455,,793.1363636,,,,,,,,,,,,,250.5909091,,419.2727273,458.8636364,459.0454545,769.2727273,,384.3181818,536.8181818,405.3181818,198,1080.090909,,350.9545455,,,,469.5,,,759.5454545,
1998-08,968.5714286,871.6190476,227.952381,749.9047619,,,952.047619,,241.6190476,491.4761905,1099.952381,476.3333333,,1349.904762,,,,,,,,,,,,,227.952381,,617.3333333,687,840.3809524,1219.428571,,540.3333333,687.047619,630.1428571,266.1904762,2525.238095,,476.4285714,,,,627.1904762,,,1553.666667,
1998-09,1405.52381,1224.952381,250.2380952,1076.714286,,,1370.428571,,288.2380952,924,1388.571429,881.7619048,,1975.428571,,,,,,,,,,,,,250.2380952,,1033.190476,944.1428571,1140.095238,1791.380952,,603.7142857,935.7619048,937.2857143,344.8571429,4981.047619,,569.1904762,,,,846.4285714,,,2102.333333,
1998-10,1275.619048,1049.095238,276.1904762,826.5714286,,,1265.619048,,213.1428571,882.2857143,1225.047619,844,,1734.333333,,,,,,,,,,,,,276.1904762,,981.7619048,890.4285714,930.6666667,1577.714286,,539.8095238,797.6190476,816.6190476,344.8571429,5919.285714,,646.7619048,,,,880.047619,,,1411,
1998-11,1090.894737,875.3157895,220.9473684,691.5789474,,,1026.052632,,204.1578947,590.3684211,926.7368421,591.9473684,,1239.052632,,,,,,,,,,,,,220.9473684,,734.0526316,720.3157895,754,1139.578947,,449.1052632,631.8947368,585.3157895,268.3157895,5010.526316,,567.4210526,,,,666.2105263,,,1441.052632,
1998-12,1146.954545,955.0454545,241.1363636,714.7727273,,,1206.5,,193.4090909,672.7727273,977.5909091,675.0909091,,1577.409091,,,,,,,,,,,,,241.1363636,,618.3636364,753.3181818,765.4090909,1149.045455,,475.8181818,655.1818182,539.4090909,289.4090909,5203.318182,,572.8181818,,,,705.0909091,,,1452.863636,
1999-01,1204.263158,1065.578947,252.8947368,827.6315789,,,1455.947368,,200.2631579,643.2631579,1056.578947,596.5263158,,1904.578947,,,,,,129,,,,,,,252.8947368,,537.8421053,769.3157895,768.4210526,1182.789474,,488.3684211,701.2105263,522.7894737,274.2631579,4886.157895,,634.5263158,,,,710.0526316,,,1433.736842,
1999-02,1135.526316,1001.789474,257.6315789,770.9473684,,,1320.842105,,229.2105263,609.1578947,1000.315789,485.4736842,,2094.947368,,,,,,117.3157895,,,,,,,257.6315789,,403.7894737,709.8947368,768.4736842,1067.473684,,487.4210526,706.1052632,447.6842105,255,4834.947368,,580.0526316,,,,691.5789474,,,1410.736842,
1999-03,1093.347826,923.6956522,255.0869565,715.0434783,,,1226.217391,,207.4347826,566.7391304,1013.434783,546.826087,,2349.73913,,,,,,125.5217391,,,,,,,255.0869565,,366.2608696,616.1304348,700,1133.521739,,412.4782609,598.4782609,438.826087,249.6086957,5266.956522,,531.0869565,,,,638.9130435,,,1341,
1999-04,951.2857143,744.952381,254.047619,624.8095238,,,909.047619,,181,472.1904762,1054.333333,648.9047619,,1700,,,,,,137.1428571,,,,,,,254.047619,,302.6666667,538.5238095,657.952381,1043.428571,,402.3809524,522.8095238,389.4761905,250.2857143,4553.190476,,426.047619,,,,599.1428571,,,988.3333333,
1999-05,950.35,767.2,216.95,673.8,,,949.85,192,176.05,531.8,1034.6,627.75,,1635,,,,,,123.1,,,,,,,216.95,,295.15,569.55,690.4,1158.95,,429.1,553.25,375.55,240.55,3939.65,,410.35,,,,538.5,,,881.35,
1999-06,962.7272727,824.1363636,180.6818182,753.2272727,,,991.8181818,188.1363636,158.8636364,666.5454545,1009.5,672.1818182,,2038.090909,,,,,,152.3636364,,,,,,,180.6818182,,307.8181818,585.5454545,714,1082,,458.3181818,621.5909091,375.2272727,245.6363636,3266.409091,,412.5,,,,570.0454545,,,951.4545455,
1999-07,991.4285714,892.1904762,230.047619,862.1904762,,,1045.238095,184.9047619,166.4285714,684.1904762,991.7619048,718.2380952,,2388.142857,,,,,,159,,,,,,,230.047619,,315.6666667,635.4285714,680.8571429,1169.333333,,493.7619048,597.6190476,376.6666667,265.4285714,3009.142857,,386.5238095,,,,563.6666667,,,1003.285714,
1999-08,1040.090909,935.0909091,229.0454545,843.5454545,,,1119.681818,190.6363636,181.6363636,691.0909091,1066.227273,773.9090909,,3053.045455,,,,,,170.8181818,,,,,,,229.0454545,,337.3636364,652.5454545,737.9545455,1258.318182,,536.4545455,679.6818182,401.6818182,280.0454545,3221.772727,,387.7727273,,,,585.4090909,,,1121.681818,
1999-09,988.1428571,844.9047619,253.5238095,705.4285714,,,1020.333333,186.6666667,162.5238095,650,1196,746.9047619,,4054.619048,,,,,,155.047619,,,,,,,253.5238095,,299.5238095,581.2857143,643.4285714,1267.095238,,502.3333333,640.2380952,396.2380952,258.1428571,3418.190476,,362.8095238,,,,600,,,1044.285714,
1999-10,952.25,788.2,247.15,653.6,,,939.85,159.45,147.2,575.5,1149.9,688.5,,3958.75,,,,,,137.1,,,,,,,247.15,,262.1,545.3,537,1278.1,,499.75,606.65,374.15,249.25,3781.75,,338.3,,,,575.45,,,936.3,
1999-11,858.5,707.4,249.75,634.1,,,798,155.8,129.35,539,1166.35,571.95,,3259.55,,,,,,123.2,,,,,,,249.75,,217.05,472.15,521.95,1099.35,,449.65,549.9,340.3,249.95,3095.2,,324.75,,,,529.8,,,853.9,
1999-12,798.3636364,644.7272727,231.7727273,585.9545455,,,699.2727273,145.2272727,130.3181818,462.4545455,1326.772727,437.2727273,,3305.5,,,,,,114.4090909,,,,,,,231.7727273,,181.6363636,387.4545455,413.8181818,1082.590909,,438.1363636,474.4545455,313.3181818,226.5,2786.181818,,295.8181818,,,,457.1818182,,,923.6818182,
2000-01,771.6,632.85,194,557.8,,,691.85,150,124.95,441.6,1374.85,331.95,,3672.8,,,,,,90.85,,,,,,,194,,173.75,395.45,395.3,1009.1,,413.3,445.6,312.15,206.2,2393.35,,248.25,,,,414.75,,,866.4,
2000-02,763.35,633.55,144.1,561.3,,,701.55,161.35,119.4,469.35,1361.45,347.1,,4043.05,,,,,,84.55,,,,,,,144.1,,181.95,376.25,391.6,1209.2,,371.3,449.5,342.2,235.4,2173.7,,260.85,,,,464,,,871.7,
2000-03,703.2608696,585.4347826,135.3478261,534.8695652,,,654.5652174,171.4347826,121.9565217,519.9130435,1525.173913,329.2173913,,3115.217391,,,,,,91.73913043,,,,,,,135.3478261,,196,317.9565217,385.5217391,1277,,370.4782609,444.0869565,383.826087,233.2173913,1814.869565,,263,,,,474.2608696,,,824.9565217,
2000-04,720.1578947,662.8421053,148.6315789,589.5789474,,,746.8947368,199.7368421,141.7368421,649.4736842,1669.789474,395.3157895,,3372.052632,,,,,,106.7368421,,,,,,,148.6315789,,230.7894737,389.6842105,495.8947368,1712.368421,,430.7894737,521.7894737,459.5263158,263.2105263,1459,,341.2105263,,,,479.4210526,,,947.3684211,
2000-05,728,728.3636364,127.8636364,674.8181818,,,808.1818182,185.5454545,138.4545455,792.8636364,1648.909091,470.9090909,,3971.727273,,,,,,106,,,,,,,127.8636364,,234.9090909,418.4545455,521.8181818,2169.636364,,468.3636364,591.6818182,530.6818182,273.7272727,1164.636364,,387.2272727,,,,469.5909091,2144,,1033.090909,
2000-06,686.3181818,681.9090909,166.0454545,665.9090909,,,723.7272727,219.6818182,143.4545455,720.5454545,1754.272727,428.0909091,,4416.227273,,,,,,117,,,,,,,166.0454545,,228.6363636,396.3636364,481.4545455,2301.454545,,432.2272727,541.7727273,515.0454545,285.0909091,1029.136364,,344.6818182,,,,509.1818182,1975.454545,,890.0909091,
2000-07,655.5263158,651.3684211,226.8421053,641.4210526,,,705.5263158,224.4210526,138.3684211,699.8421053,1867,362.6842105,,3788.684211,,,,,,113.8947368,,,,,,,226.8421053,,214.0526316,348.8947368,436.9473684,2388.368421,,431.6315789,546.3684211,546.8947368,271.2631579,953.7894737,,326.3157895,,,,474.4210526,1723.789474,,842.0526316,
2000-08,638.3043478,643.1304348,237.173913,681.4347826,,,683.6086957,190.6521739,138.3043478,686.173913,1707.826087,367.9565217,,2574.695652,,,,,,111.6521739,,,,,,,237.173913,,212.5652174,330.6521739,420.3478261,2100.652174,,410.4347826,499.0869565,546.2173913,264.826087,884.9130435,,324.6086957,,,,480.6521739,1560.173913,,811.6956522,
2000-09,642.85,626.95,246.75,681.5,,,694.4,192.05,136.2,718.35,1794.35,398.55,,1297.05,,,,,,103.4,,,,,,,246.75,,212.35,322.9,434.8,1984.65,,436.45,596.25,545.7,259,964.25,,328.75,,,,534.85,1491.5,,780.4,
2000-10,701.6666667,680.952381,259.047619,761.0952381,,,744.2380952,216.1904762,140.1428571,756.3809524,1997.952381,394.3333333,,1300.666667,,,,,,109.6666667,,,,,,,259.047619,,233.8095238,354.0952381,538.047619,1968.285714,,474.8095238,714.2380952,656.8571429,262.6666667,1077.428571,,371.0952381,,,,620.2857143,1689.285714,,844.4285714,
2000-11,737.7619048,728.0952381,264.1428571,860.0952381,,,793.9047619,228.2380952,137.3333333,794.3809524,2176.047619,375.1428571,,1352.52381,,,,,,108.5238095,,,,,,,264.1428571,,237.8571429,360.3333333,563.6190476,2084.52381,,480.7619048,745.6190476,653.4761905,248.7619048,1080.714286,,383.6666667,,,,664.6666667,2027.809524,,884.3333333,
2000-12,748.7,718.9,315.45,802.75,,,772.3,227.8,150.9,766.6,2404.1,346.7,,1451.1,,,,,,118.65,,,,,,,315.45,,246.6,388.55,568.1,1918.75,,499.7,718.9,668.35,245.05,1170.8,,406.7,,,,824.15,2034.2,,948.3,
2001-01,692.4285714,663.1904762,372.2857143,701.8095238,,,717.8571429,211.047619,144.952381,726.4761905,2662.285714,284.1428571,,1322.142857,,,,,,124.6190476,,,,,,,372.2857143,,225.952381,383.9047619,511.5238095,1716.809524,,468.0952381,659,634.1428571,222.1904762,1079.714286,,367,,,,738.8095238,1892.238095,,886.952381,
2001-02,685,656.3684211,358,706.3157895,,,700.7368421,188.2631579,145.0526316,642.7894737,2804.894737,241.7368421,,1246,,,,,,98.73684211,,,,,,,358,,220.1052632,400.9473684,498.9473684,1662,,459.3684211,651.9473684,606.3684211,216.5789474,1038.736842,,335.4736842,,,,852.8421053,2011.105263,,843.4210526,
2001-03,727.3636364,712,370.6818182,847.9545455,,,759.1818182,189.7272727,133.1818182,629.5,2678.181818,234.5454545,,1326.409091,,,,,,77.95454545,,,,,,,370.6818182,,227.1818182,404.5,509.3636364,1585.772727,,474.9090909,635.8181818,595.2272727,222.1818182,1071.545455,,341.5909091,,,,941.1818182,2085.681818,,863.6818182,
2001-04,751.55,753.05,381.75,985.65,,,804.7,176.1,125.5,631.2,2137.9,235.1,,1474.7,,,,,,65.5,,,,,,,381.75,,238.3,374.8,519.25,1420.7,,437.1,761.65,594.3,190.8,1055,,331.55,,,,1018.7,2148.35,,851.25,
2001-05,730.9090909,751.7727273,378.9545455,1007.454545,,,834.9545455,178.6818182,115.9090909,596.4545455,2196.227273,231.3181818,,1366.363636,,,,,,62.72727273,,,,,,,378.9545455,,238.6363636,339.0454545,512.4545455,1341.545455,,409.5454545,763.4545455,560.6818182,167.8181818,959.5,,308.1363636,,,,827,2035.636364,,826,
2001-06,708.6190476,746.7142857,490.8095238,956.2380952,,,836.1428571,178.2857143,116.1904762,575.6190476,2187.809524,213,,1302.571429,,,,,,64.28571429,,,,,,,490.8095238,,235.4761905,314.1428571,420.9047619,1258.428571,1527,401.6190476,662.7619048,533.9047619,179.4761905,847.0952381,,268.1428571,,,,832.6666667,1708.238095,264.5714286,827.0952381,
2001-07,840.7,924.4,509.25,1406.6,,,935.7,176.75,133.15,562.25,2112.45,213.3,,1386.6,355,,,,,52.85,,,,,,,509.25,,250.6,337.9,434.3,1292.6,1495.95,404.6,643.1,576.85,191.3,919.85,,290.85,,,,1048.3,1739.75,280.8,894.85,
2001-08,847.9130435,955.0434783,536.173913,1501.565217,,,944,183.3478261,133.2608696,533.8695652,2225.391304,191.2173913,,1470.173913,366.8695652,,,,,40.34782609,,,,,,,536.173913,,235.3478261,343.2173913,434.9130435,1353.73913,1312.913043,401.5652174,625.6086957,584.2608696,207.6956522,893.9130435,,282.1304348,,,,1005.086957,1513.565217,290.173913,907.173913,
2001-09,892.3529412,1017.588235,652,1570.647059,,,1067.705882,218.4705882,147.2352941,586.6470588,2324.941176,197.2941176,,1485.529412,485.1176471,,,,,42.76470588,,,,,,,652,,260.0588235,392.5294118,497.7647059,1399,1722.352941,436.1176471,638.9411765,627.4117647,233.8823529,892.0588235,,299.2941176,,,,961.4705882,1430.588235,287.4705882,953.8235294,
2001-10,954.6818182,1112,681.4090909,1827.681818,,,1162.954545,226.9545455,127.1818182,597.6818182,2296.318182,213.7272727,,1539.272727,485.2272727,,,,,32.04545455,,,,,,,681.4090909,,264.3636364,400.2272727,584.8181818,1362.863636,1736.954545,486.4545455,665.3636364,658.0454545,248.5,921.9545455,,305.3181818,,,,938.1363636,1289.090909,297,1031.954545,
2001-11,979.45,1201.65,662.15,2767.95,,,1001.95,202.9,104.1,557.65,2367.85,216.2,533,1410.15,387.75,,,,,39.4,,,,,,,662.15,,237.15,363.55,587.8,1269.7,1505.4,459.45,590.6,609.2,229.9,826.2,,304.45,,,,816.4,1118.35,317.35,1052.2,
2001-12,750.65,908.4,655.3,4434.25,,,885.45,176.3,96.8,505.4,2389.2,201.7,418.15,1254.75,348.85,,,,,59.2,,,,,,,655.3,,209.5,310.95,560.15,1113.95,1073,406.45,513.4,486.15,195.95,694.1,,293.7,,,,706.4,877.65,264.45,1082.65,
2002-01,707.7619048,873.8095238,667,5337.619048,,,843.7619048,174.8571429,99.19047619,540.6190476,2187.619048,174.1428571,430.4761905,1144.761905,346.5238095,,,,,85.95238095,,,,,,,667,,201.1428571,302.6190476,446.1428571,1002.380952,1070.666667,399,481.4285714,466.8571429,196.047619,617.5238095,,287.0952381,,,,658.5714286,824.5714286,319.6666667,1147.809524,
2002-02,650.0526316,778.8947368,736.5789474,4272.210526,,,842.3157895,168.2105263,103.8421053,582.4736842,1999.105263,163.5789474,395.5789474,1151.789474,367.2631579,,,,,86.73684211,,,,,,,736.5789474,,199.3157895,281.3684211,405.2105263,1046.157895,788.8421053,372.3684211,478.4736842,455.4736842,196.2631579,581.4210526,,283.8947368,,,,661.2631579,809.1052632,419.4736842,1162.789474,
2002-03,582.15,702.15,766.55,4760.4,,,731.65,136.05,98.45,539.8,2010,162.75,337.3,1089.45,343.9,,,,,87.95,,,,,,,766.55,,170.65,247.95,384.7,945.4,656.85,351.8,414.85,384.75,167.7,506.85,,273.7,,,,598.85,635.6,468.15,943.1,
2002-04,573.3181818,698.8636364,946.9090909,4837,,,754.8181818,125.0454545,86.86363636,544.3181818,1814.454545,147.3636364,335.9090909,1001.227273,367.8636364,270,,,,75.04545455,,,,,,,946.9090909,,154.6363636,242.5454545,365.1363636,891.6363636,701.9545455,355.1818182,434.7727273,364.5,170.1818182,480.0909091,,263.6363636,,,,585.0909091,595.1363636,608.8181818,893.8636364,
2002-05,611.4545455,776.2727273,1016.318182,5378.090909,,,939.2272727,139.9090909,84.22727273,545.4090909,1808.181818,128.5909091,327,1115.409091,361,267.4545455,,,,67.68181818,,,,,,,1016.318182,,159.4545455,258.1818182,358.3636364,1005.181818,676.9545455,373.5909091,506.4545455,350.6363636,173.9545455,464.8181818,,235.1818182,,,262,598.4545455,573.6818182,743.9545455,876.5454545,
2002-06,714.95,953.8,1021.45,6258.25,,,1367.85,168.75,82.75,572.2,1894.65,123.4,373.9,1312.15,386.75,293.7,,,,69.55,,,,,,,1021.45,,173.3,301.8,431.2,1111.8,736.25,436.45,566.65,402.05,194.9,501.75,,250.5,,,281.25,769,609.95,854.4,1058.5,
2002-07,805.2272727,1111.590909,994.7272727,6847,,,1766.045455,202.3636364,86.31818182,689.5454545,2037.636364,124.6818182,411.3636364,1390.181818,413.4545455,336.2272727,,,,64.27272727,,,,,,,994.7272727,,193.5454545,342.5,496.4090909,1695.454545,623.6363636,491.2272727,719.9090909,436.7727273,223.6363636,534.9090909,,263.7727273,,,304.1363636,959.5454545,681.6818182,1250.409091,1189.409091,
2002-08,859.1818182,1202.363636,1045.818182,6707.409091,,,2001.090909,211.5454545,96.45454545,874.3181818,2110.181818,114.5,482.2272727,1744.090909,429.3636364,383.1363636,,,,63.13636364,,,,,,,1045.818182,,195.5909091,379.1818182,478.8181818,2131.454545,530.9545455,533.8636364,816.2727273,473,232.4545455,582.2727273,,290.1363636,,,316.8181818,922.7272727,720.5,1389.272727,1091.863636,
2002-09,869.2,1204.55,1047,6285.85,,,1953.85,199.7,90.3,985.95,2116.3,130.5,508.5,1779.35,470.4,419.55,,,,58.05,,,,,,,1047,,192.9,403,506.35,2546.75,495.95,531.3,805.9,501.35,247.25,593.35,,303.45,,,364.6,965.65,606.45,1410.9,1093.85,
2002-10,859.7272727,1200.772727,1022.636364,6337.636364,,,2057.363636,227.6363636,90.40909091,940.5909091,2465.318182,140,465.8636364,2001.090909,445.9090909,389.4545455,,,,65.5,,,,,,,1022.636364,,208.8181818,385.9545455,543.1818182,2562.590909,575.1363636,502.7727273,813.9090909,497.7272727,221.5454545,550.1363636,,306.2272727,,,333.5909091,920.2727273,677.0909091,1501.772727,1100.954545,
2002-11,770.7368421,1071.894737,986.3684211,6083.052632,,,1711.052632,197.8947368,79.73684211,746.2631579,2563.736842,130.5789474,465.4736842,1786.947368,372.2631579,387.0526316,,,,50.63157895,,,,,,,986.3684211,,201.5789474,347.1578947,499.3157895,2213.315789,525.7894737,443.4736842,672.1052632,485.2105263,158.4210526,466.7894737,,251.8421053,,,276.4210526,731.5789474,789.6315789,1362.631579,1027.421053,
2002-12,725.047619,1001.857143,885.2380952,6181.47619,,,1540.142857,167.9047619,72.28571429,653.3333333,2872.333333,128.1428571,466.6190476,1795.238095,321.8571429,386.1428571,,,,50.28571429,,0,0,,,,885.2380952,,197.2857143,311.8095238,430.0952381,1900.666667,510.4761905,422.6190476,619.6666667,499.7142857,163.8095238,449.7142857,,235.5238095,,,271.3809524,660.4285714,691.2857143,1310.47619,1037.047619,0
2003-01,686.4285714,942.1428571,694.9047619,6004.333333,,,1337.047619,167.8571429,70.71428571,629.1904762,2953.380952,121.6190476,471.8571429,1608.761905,257.7142857,379.8571429,,,,36.23809524,,0,0,,,,694.9047619,,187.2380952,309.6190476,357.1904762,1753.857143,301.8571429,406.3809524,569.7142857,504.2380952,159.1428571,425.047619,,219.4761905,,,248.9047619,696.0952381,585.5238095,1147.190476,1326.666667,0
2003-02,679.6315789,948.8947368,622.0526316,6234.947368,,,1307.736842,164.4210526,69.47368421,683.1578947,2941,113.5263158,497.6842105,1525.315789,286.7894737,379.6842105,,,,29.21052632,,0,0,,,,622.0526316,,190.8421053,322.5263158,378.4736842,1496.684211,,419.6315789,562.8947368,518.5263158,161.1052632,399.8947368,,211.1052632,,,259,713.3157895,469.4210526,1391,1363.842105,0
2003-03,641.2380952,844.0952381,591.2857143,6560.047619,,,1096.761905,166.4761905,67.52380952,629.7142857,2861.761905,116,545.8095238,1450.190476,304.1904762,366.2857143,,,,25.71428571,,0,0,,,,591.2857143,,203.8571429,298.952381,365.2857143,1356,,415.4761905,509.6666667,541.6190476,169.1428571,378.2857143,,194.1428571,,,256.7142857,867.5238095,445.3333333,1335.52381,1333.619048,0
2003-04,572.7619048,732.2380952,574.9047619,5365.095238,,,901.6190476,141.3333333,68.28571429,530.047619,2723.857143,116.4761905,517.5714286,1225.380952,260.8571429,328.6190476,,,,25.66666667,,0,0,,,,574.9047619,,183.2857143,258.6666667,356.5714286,1145.809524,,380.2380952,426.8095238,494.9047619,145,348.7619048,,178.7142857,,,198.6666667,830.2380952,339,1212,1269.761905,0
2003-05,521.2857143,662.1428571,511.9047619,5131.047619,,,784.7619048,126.4761905,59.38095238,467.4761905,2519.761905,107.3333333,607.047619,1106.571429,235.4285714,333.9047619,,,,13.9047619,,0,0,,,,511.9047619,,157.1904762,227.9047619,256.6190476,964.3809524,,368.7142857,411.6666667,458.6190476,85.28571429,314.047619,,166.1904762,,,186.8571429,738.1904762,291.4761905,983.5238095,1144.333333,0
2003-06,502.1428571,644.2380952,499.2857143,4634.857143,,,751.952381,129.0952381,50.57142857,457.8095238,2494.047619,110.8095238,694.2380952,1105.095238,228.7142857,380.047619,,,,21.47619048,,0,0,,,,499.2857143,,141.3333333,232.2380952,244.4761905,931.1904762,,372.4285714,459.5238095,420.3333333,77.19047619,280.1428571,,174.6666667,,,175.8095238,722.9047619,319.5238095,733.3333333,984.6666667,0
2003-07,509.6818182,654.8636364,453.0454545,4748.363636,,,776.1363636,120.5909091,50.27272727,462.0909091,2604,131.2727273,692.0909091,1172.272727,184.1363636,352.9090909,,,,38.45454545,,0,0,,,,453.0454545,,137.8636364,235.8181818,250.5,985.1818182,,361.3636364,482.0454545,412,39.45454545,301.7727273,,178,,,174.3181818,693.0454545,302.1363636,700.8636364,919.9545455,0
2003-08,502.5714286,651.6666667,399.5238095,5021.285714,,,775.0952381,118.8095238,53.19047619,452.3809524,2654.904762,126.8571429,615.1904762,1163.52381,151.0952381,319.7142857,,,,38.71428571,,0,0,,,,399.5238095,,140.047619,233.4761905,260.047619,909.9047619,,358.6666667,423.1428571,409.5714286,53.04761905,298.1428571,,178.047619,,,182,588.0952381,365.3809524,755.047619,834.1428571,0
2003-09,467.5714286,607.047619,449.7142857,4995.47619,,,666.1904762,108.1428571,44.47619048,428.5714286,2702.666667,113.952381,630.5714286,1105.857143,149,301.047619,,,,38.47619048,,0,0,,,,449.7142857,,133.5714286,210.6190476,229.6190476,733.3333333,,344.8571429,353.4285714,392.2857143,63.0952381,262.6190476,,166.6190476,,,169.0952381,529.8095238,318.1428571,676.8571429,802.7142857,0
2003-10,454.9090909,598.3636364,471.9545455,5271.863636,,,621.0909091,96.77272727,43.31818182,446.5909091,2727.545455,116.8181818,938.0454545,1030.5,139.2727273,299.5,,,,39.09090909,,0,0,,,,471.9545455,,118.0909091,211.8181818,218,623.7272727,,324.4545455,317.4545455,410.5,69,251.8636364,,151.8181818,,,156.7727273,432.5909091,313.2272727,666.7272727,772.1363636,0
2003-11,445.9444444,575.7222222,453.7777778,5921.444444,,,563.9444444,87.22222222,47.88888889,469.1666667,2830.333333,114.8333333,964.3888889,940.8333333,120.5,307.0555556,,,,33.27777778,,0,0,,,,453.7777778,,116.5,204.1666667,193,622.0555556,,321.8888889,310.3333333,449.1111111,78.83333333,268.6666667,,137.1111111,,,128.4444444,382.7777778,297.9444444,646,715.4444444,0
2003-12,414.8181818,535.3181818,418.3181818,5577.772727,,,482.6818182,86.04545455,57.36363636,439.0909091,2985,120.1363636,1095.863636,840.3636364,130.5,303.8636364,,,,26.81818182,,0,0,,,,418.3181818,,105.7272727,207,167.6818182,562.0454545,,334.8181818,318.0909091,438.8636364,81.63636364,261.3181818,,143.3636364,,,136.8181818,320.4545455,275.9545455,619.5454545,607.0454545,0
2004-01,387.95,495.25,431,5389.75,,,430.95,88.4,61.35,387.2,2661.05,119.5,970.65,725.65,126.8,260.65,,,,22.95,,0,0,,,,431,,105.85,192.15,145.3,492.15,,302.95,302.65,425.45,75.55,241,,140.75,,,137.95,303.1,271.8,563,594.8,0
2004-02,425.4210526,549.9473684,416.1578947,5521.052632,,,544.2105263,92.73684211,65.10526316,433.4736842,2665.210526,121.9473684,1487.368421,746,127.6315789,271.1578947,,,,26.10526316,,0,0,,,,416.1578947,,117.7894737,194.3684211,165.5789474,507.8421053,,323.3157895,361.0526316,473.8947368,77.42105263,254.7368421,,145.3684211,,,138,331.1052632,305.8947368,614.1052632,664.4210526,0
