,Aruba,Afghanistan,Angola,Albania,Andorra,Arab,UAE,Argentina,Armenia,americanSamoa,antiguaAndBarbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,burkinaFaso,Bangladesh,Bulgaria,Bahrain,Bahamas,bosniaAndHerzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei,Bhutan,Botswana,centralAfricanRepublic,Canada,centralEurope,Switzerland,channelIslands,Chile,China,Cote,Cameroon,DRC,Congo,Colombia,Comoros,caboVerde,costaRica,Caribbean,Cuba,Curacao,caymanIslands,Cyprus,czechRepublic,Germany,Djibouti,Dominica,Denmark,dominicanRepublic,Algeria,eastAsia,earlyDemographic,eastAsiaPacific,europeCetralAsia,Ecuador,Egypt,Eurozone,Eritrea,Spain,Estonia,Ethiopia,EU,fragile,Finland,Fiji,France,faroeIslands,"Micronesia, Fed. Sts.",Gabon,UK,Georgia,Ghana,Gibraltar,Guinea,Gambia,Guinea-Bissau,equatorialGuinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,highIncome,hongKong,Honduras,HIPC,Croatia,Haiti,Hungary,IBRD,idaIBRD,IDA,IDA_blend,Indonesia,isleOfMan,India,Ireland,Iran,Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyzstan,Cambodia,Kiribati,stKitts,Korea,Kuwait,latAm,Laos,Lebanon,Liberia,Libya,stLucia,latAmCarib,lowIncome,Liechtenstein,sriLanka,LMI,Lesotho,Lithuania,Luxembourg,Latvia,Macao,stMartin,Morocco,Monaco,Moldova,Madagascar,Maldives,MENA,Mexico,marshallIslands,middleIncome,northMacedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,northAm,Namibia,newCaledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,newZealand,OECD,Oman,Pakistan,Panama,Peru,Philippines,Palau,papuaNewGuinea,Poland,puertoRico,DPRK,Portugal,Paraguay,westBank,frenchPolynesia,Qatar,Romania,Russia,Rwanda,southAsia,saudiArabia,Sudan,Senegal,Singapore,solomonIslands,sierraLeone,elSalvador,sanMarino,Somalia,Serbia,southSudan,Sub-Saharan Africa,saoTome,Suriname,Slovakia,Slovenia,Sweden,Eswatini,Seychelles,Syria,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,UMI,Uruguay,US,Uzbekistan,stVincent,"Venezuela, RB",Vietnam,Vanuatu,Samoa,Kosovo,Yemen,southAfrica,Zambia,Zimbabwe
1970,,21.72811007,,,,58.86443584,,10.33744408,,,,26.19196223,54.86039175,,22.30979655,87.0758025,39.63790345,21.59701042,20.82059695,,,,,,,,48.9571263,14.4791955,,,,85.56925308,73.5008478,41.6320831,,,,28.32511321,4.952406018,64.8769567,50.87995264,,92.49997368,27.82522897,,,62.41398,,76.80653796,,,,,31.81554837,,,57.13463281,45.88269163,51.22540181,12.33833835,27.85622526,25.00112459,39.51647214,22.45125356,30.6627936,38.84758124,,25.84998355,,,39.88129431,,49.38469104,,31.41895655,,,87.70947761,41.90201649,,44.04603807,,,78.70041303,34.18858777,,23.10994329,,,36.34978992,,113.4615385,29.96742572,178.6722064,62.01936376,45.91623899,,,,17.32022816,18.15271746,31.56333755,27.72415484,28.68263473,,7.661769155,74.33699671,39.66701454,57.52197286,86.93858426,61.55339806,30.19125842,70.64753722,,19.56614483,,60.48964482,,13.53383448,,,32.58193788,83.93257332,20.85596796,,,,,,21.82023095,,,54.05444965,21.81233683,61.09979633,,156.6724743,,,,39.21632286,,,40.74596697,,55.93233904,17.4122973,,17.85903257,,30.67108519,115.5396781,,,,,65.77366323,,63.40355225,87.12206104,13.56019285,,,28.87307425,19.62059923,55.92428704,86.44669844,73.57587676,13.20711679,,46.25249552,26.14761763,93.35205993,22.43874416,117.3731227,32.99367588,42.62137397,,72.41497703,,,,43.20812242,31.03802672,,,,,,26.73942628,11.18750925,72.36548475,32.74989744,49.90194768,271.0594799,,60.30245146,49.38389295,,28.25259401,,,40.8299064,,,,,45.06271858,130.3370787,,39.35639491,38.30956791,88.42400631,34.40230677,,,,,11.18750925,40.8299064,,46.74430916,10.78880407,,,43.47004557,,16.72816296,29.09433962,10.7582854,,,42.03690533,,,,,,45.83460018,,
1971,,27.06313745,,,,59.22571608,,12.61518892,,,,25.59160589,54.38047115,,22.60743004,84.94905498,45.61841272,25.44255661,17.01907184,,,,,,,,45.78979717,14.55128018,,,,94.71365639,67.22269528,40.82405182,,,,22.88063245,4.920835199,60.63731917,50.17613052,,85.2310873,27.98326983,,,63.89940019,,76.80865045,,,,,30.94590031,,,55.67449077,45.71554593,46.10629668,12.24008132,28.43465653,25.2382561,39.294461,27.27051473,31.02467636,38.59925181,,25.92878864,,,39.56599595,,47.40722974,,32.00895914,,,118.6488107,41.55410746,,36,,,69.54855895,38.47006914,,23.31919994,,,35.98347441,,113.1005141,29.95262148,174.5099509,60.19151847,44.53295951,,,,17.55016337,18.38092823,31.9142361,29.2891773,31.0620915,,7.669606375,72.11747639,44.42802951,66.64959016,80.10973955,62.30975828,30.4894422,74.75826575,,19.91811694,,63.82846302,,,,,35.72073515,85.01230895,20.98010395,,,,,,22.45224524,,,51.22419929,22.07509628,67.6416819,,163.7911347,,,,36.67924185,,,35.47031701,,57.29113486,16.35969388,,18.16369785,,33.63166893,114.4499566,,,,,64.82726161,,58.92621871,79.81430645,13.48585516,,,27.968903,24.46363514,54.83926937,85.3728205,72.08567791,14.53345202,,44.18672502,26.08408902,97.92166267,19.93228827,115.0489279,28.61499979,40.86845198,,79.6085952,,82.80619112,,44.66859757,29.31833381,,,,,,27.0805232,10.70152368,71.90185191,32.8187751,50.03506936,259.2966709,,63.65441761,51.24607965,,33.17376304,,,42.65888107,,,,,43.93570287,122.7459016,,40.50477141,36.9700137,86.70015844,34.80182518,,,,,10.70152368,42.65888107,,48.53608715,13.56701031,,,43.77160921,,17.04815852,21.71789716,10.75717904,,,44.20066152,,,,,,46.62724335,,
1972,,32.86908104,,,,62.03400044,,14.0356432,,,,24.79318407,54.29601922,,26.80941312,84.57871806,41.18455161,27.68872686,19.40728956,,,,,,,,45.13157895,16.10325126,,,,97.91502754,58.74788774,41.99009521,,,,22.72134116,5.755367497,62.51877165,46.47761949,,80.09662802,26.05292858,,,66.83220137,,76.80949749,,,,,30.83443706,,,53.22121422,45.91965764,46.17643028,13.13169607,29.72039537,24.79220112,39.21916829,27.95798974,30.08534653,38.83344129,,27.21466006,,,39.52538571,,47.7548606,,32.47042885,,,145.345318,40.52309578,,35.91474245,,,74.52880068,39.98572778,,25.31766417,,,37.44348736,,116.2356082,29.94108576,160.8325831,57.47198365,44.4810988,,,,18.20234269,19.07596531,33.30453386,30.78560519,35.41191937,,7.736399412,67.54828513,44.45344986,58.40817817,70.76075151,59.16690442,31.92053984,73.84476409,,18.14516424,,55.31490832,,,83.49987351,,38.07690502,89.26229508,21.79114182,,,,,,23.23483501,,,46.22548698,23.14226621,85.20900322,,151.6479053,,,,37.79695866,,,32.5862074,,58.85635842,16.8900885,,18.86105859,,29.59858512,113.984501,,,,,97.43089799,,61.22887865,73.66805415,14.12216906,,,34.70831407,22.76364559,64.93131386,82.69210212,69.1462199,13.57893669,,45.85873984,26.1168692,103.125,28.75681062,115.0244199,28.14686136,39.14977109,,79.458979,,80.29989414,,46.22668866,27.60606405,,,,,,24.53744536,11.6505288,79.85570202,32.68563498,55.70131988,229.0533948,,56.80647266,57.22153642,,36.28492797,,,42.21019871,,,,,43.34488906,125.6205674,,42.70343476,33.94915755,77.76038593,37.3733101,,,,,11.6505288,42.21019871,,50.08899297,14.56243514,,,36.16901408,,17.63998255,30.33040785,11.34061965,,,43.26916198,,,,,,46.80229017,,
1973,,27.69230879,,,,81.01455787,,13.32216851,,,,25.16885101,54.45681994,,24.34890434,93.4462479,41.61214261,29.23133631,18.39465651,,,,,,,,56.03434631,17.77325882,,,,100.7966952,65.10492521,44.43751005,,,,28.68984156,8.000145127,68.98587056,44.6908941,,74.99999172,27.58841915,,,67.67298997,,76.80180344,,,,,31.80778412,,,57.83977989,49.53495891,57.09342653,15.66585509,34.97591699,27.91076113,42.03490708,34.53763474,31.6962722,40.93738162,,28.13889662,,,42.32053616,,48.47172515,,34.40597231,,,116.5114587,46.24868781,,37.84632962,,,77.48375,46.78631843,,31.73035071,,,41.086718,,121.0763027,33.06370133,164.5292424,65.31507207,45.58656532,,,,20.61098655,21.50522104,36.06949225,35.03407184,39.53416057,,8.932095805,75.14565952,54.09788692,70.93621399,72.09101003,68.36800106,34.16914834,72.67864411,,19.29813148,,56.06284868,,,91.90137677,,51.63326381,94.10261206,23.39948428,,,,,,24.94762512,,,49.90762878,25.74858524,82.0451843,,157.8979122,,,,42.94273678,,,33.12658769,,75.33960343,17.87681621,,21.2814134,,33.031145,133.8096109,,,,,93.17329027,,65.21978022,77.65097046,15.92515664,,,39.24978802,31.26775278,66.01306405,86.16001172,75.19934117,16.98264552,,47.86436257,28.54125662,123.0224321,29.83046002,113.7751233,28.67298866,44.6559899,,79.69828359,,85.14080887,,47.23128384,29.23379864,,,,,,25.04098504,12.7314954,120.6194499,31.87120859,56.91157602,245.7289623,,48.04246136,62.94303622,,40.78622483,,,44.18785922,,,,,48.14934428,126.5584416,,48.81482981,39.22903079,66.11106092,38.64925767,,,,,12.7314954,44.18785922,,52.4711196,16.12637363,,,29.70549523,,20.00729707,19.9234844,13.07928575,,,47.82097662,,,,,,46.72405312,,
1974,,28.86598016,,,,73.87991923,,13.19157986,,,,26.36215822,59.56773178,,25.28733518,104.495769,43.8114045,32.79367889,14.04962107,,,,,,,,62.09013468,21.89684749,,107.4076905,,105.6984852,71.07293707,48.24652072,,,,38.83657757,10.33348658,84.07307131,48.23801324,,112.7039177,30.17054196,,,81.26395182,,76.7856934,,,,,37.07443906,,,64.66142818,60.59158182,74.23881924,19.66792652,37.0456404,34.03728378,49.25549078,41.4043701,51.66482811,47.62284648,,31.7185344,,,49.84116251,,55.17392989,,42.35576762,,,100.8071025,57.2682034,,40.12875536,,,82.68852959,44.26679366,,35.47690681,,,48.07211919,,134.7648476,38.41826174,168.4758679,76.22039633,52.57181241,,,,25.45570099,26.4206753,42.13707603,43.17293738,50.41837878,,10.85188999,90.56822147,71.4046881,92.6137199,71.47009743,64.67388806,40.92796741,81.58114116,,26.90435478,,74.57340436,,,93.20087695,,55.61111182,98.80147125,27.35182852,,,,,,29.52442177,,,60.32981364,32.02862175,90.73170732,,175.4505837,,,,55.74925462,,,35.73331512,,73.77930545,18.98111111,,26.03205287,,53.59387365,175.7219016,,,,,107.5843328,,66.9772481,96.7765745,19.33108919,,,41.24354352,39.74699041,71.68217915,96.03628248,82.39647823,15.99781527,,53.55093966,33.92904643,121.4776077,34.45787835,150.1390435,35.46343433,52.37372388,,86.72602954,,98.89912555,,53.93489882,32.66752769,,,,,,33.50767572,14.71275062,76.13822449,33.434893,77.92307242,313.964961,,50.23033501,73.24897352,,57.45056971,,,52.23658668,,,,,60.24502055,140.7572383,,59.01990688,45.1948174,94.89594673,45.54476978,,,,,14.71275062,52.23658668,,67.57332989,17.00282372,,,29.76497758,,24.32172549,31.27281631,16.44498632,,,61.47531051,,,,,,54.87005198,,
1975,,26.94835767,,,,81.80749327,,11.80272429,,,,29.00968254,56.59913416,,27.27741632,90.85011806,47.94122796,37.49937071,10.99562613,,,,,,,,58.15495241,19.04415313,110.7908143,113.4854173,,107.3862555,61.05031664,46.01016347,,,,50.6844367,9.554202994,73.31336679,48.2279939,,99.6350365,29.82883577,,,68.60978582,,76.82704406,,,92.17898634,,36.02558165,,,59.70055995,61.11392662,76.65453541,18.02430651,37.66383331,31.63491723,45.1182341,35.40505004,53.71424264,43.83275273,,29.10905173,,,45.57845221,,50.29521505,,36.69173634,,,97.42647059,51.42117658,,37.80049214,,,88.32316927,31.1316203,,35.32299071,,,45.25631531,,149.7852632,36.09374999,161.2071225,70.37366548,49.30492078,,,,24.41920628,25.3579074,40.52840208,42.38086873,44.52125766,,12.29397792,82.94735051,76.11562343,94.90224694,73.83652348,70.31740685,37.51526624,80.87602218,,24.59797161,,64.33526782,,,95.41317109,,54.06612027,106.4812158,24.76203281,,,,,,27.67805598,,,62.44873387,31.03494551,118.4448463,,171.450758,,,,55.81884595,,,36.74965362,,80.8887694,16.51454545,,24.81827765,,38.92558777,160.0243346,,,,,98.83814614,,75.02359826,91.00722013,18.28379401,,,50.24018357,41.17034351,64.98248696,90.44753151,77.98707004,22.26781875,,53.13487882,31.57105452,118.2408476,33.24603291,149.827502,31.9224799,48.12783696,,86.14302808,,98.66801654,,41.52808183,31.06296504,,,,,,26.87132833,15.65610457,95.06655321,34.79814219,66.47168722,283.5701851,,59.5797729,71.2629731,,39.34475033,,,51.62403399,,,,,52.22215491,129.8311445,,56.50850029,40.2532787,97.10270689,41.33795122,,,,112.1480837,15.65610457,51.62403399,,63.96003216,15.65311821,,,19.56583161,,23.04173362,37.0585261,15.51637363,,,57.84924385,,,,,,56.07748528,,47.19860841
1976,,28.08695666,,,,76.11256645,,15.09688462,,,,26.90006488,59.91628163,,30.37936063,96.10327812,44.01975771,35.21349568,22.38227493,,,,,,,,57.56306364,16.46833138,111.3018172,111.9137681,,116.7078825,51.51347707,44.4144946,,,,44.24853613,8.836913605,77.98922386,50.00721606,,106.9328952,30.94125162,,,63.8196715,,76.81921841,,,112.3689838,,38.49724867,,,61.00728316,51.47061941,70.17325688,17.33887625,36.449925,32.17746409,47.77228596,34.01390427,45.08546371,46.41366842,,30.0997697,,,48.36831253,,49.2315136,,39.59987088,,,91.68404951,55.96128984,,31.74992338,,,87.41173912,33.20791806,,34.87869224,,,49.15584042,,157.0812428,37.45638328,168.2041295,71.88427566,48.74960924,,,,23.60248628,24.63393448,41.34179372,41.74564939,43.00658835,,12.80120277,91.12930094,65.43508113,93.28247187,67.68289346,71.16285205,41.31855196,66.93740049,112.1452494,25.32626223,,64.20610897,,,92.10166468,,53.9477701,110.4877959,24.34834429,,,,,,26.97254024,,,60.42777208,30.4979471,156.5420561,,161.8390623,,,,54.64444235,,,32.68844265,,74.79400879,18.35707513,,24.17470456,,32.03685919,161.9055844,,,,,115.8397999,108.4183673,69.31372549,93.57593484,18.62312962,,,56.6014748,42.1380988,64.83676287,92.77643823,80.2986962,24.95113214,,55.94385563,32.83977703,108.3003619,30.09561874,137.0694091,31.41887679,44.57554771,,82.55464563,,97.87480766,,37.70996459,32.69880272,,,,,,33.97446072,16.43776906,83.98114544,30.36584201,68.42063551,305.899996,,50.46647122,72.36070952,,33.87774733,,,52.04579104,,,,,52.6426369,143.2911392,97.09213747,54.92143523,42.46815367,93.83187221,42.94025901,,,,83.56632545,16.43776906,52.04579104,,63.09881014,15.52478134,,,20.99456544,,22.37272156,39.63817419,16.04884564,,,58.58960505,,,,,,54.95303026,,41.55734615
1977,,26.48607983,,,,80.29794272,,16.94228657,,,85.63321661,28.66956721,60.27759568,,34.88702915,94.97634961,50.95968552,38.40353376,19.4221982,,,148.7938289,,,,,56.41907062,15.17011611,110.6993826,110.7220592,,120.2103879,59.52930382,45.91256001,,,,41.74891303,8.384615385,78.95660403,52.86570896,,110.8509521,30.06442476,,,67.20368367,,76.81372741,,,115.5755086,,38.2301506,,81.06125132,60.28266757,49.35199174,72.32688423,17.14572604,37.4056883,31.79162473,47.94251771,34.44221024,52.9519239,46.54400234,,29.1926122,,,48.66688535,,52.3510959,,40.63596984,,,102.8542451,57.42308237,,22.04604497,,,84.25261827,41.90650735,,34.66158369,83.35270071,,50.7125262,,141.9756379,37.73976282,160.1904918,74.09404834,47.97277891,,,,23.60006184,24.68968085,42.28598729,44.39028808,43.57019994,,12.64810084,97.88263994,59.88807836,97.03151139,65.63538163,74.4994956,41.93795614,58.14914051,116.0341831,23.62908669,,66.55196516,,,93.99879804,96.81109207,53.939731,115.4691083,24.97433956,,,,,119.7311678,27.81791657,,,63.97121433,31.17279312,124.3307555,,161.0193336,,,,54.21715802,,,36.4939623,,77.0447903,20.54128718,,24.22712135,,32.33510631,167.3529782,,,,,106.3538793,108.2506431,64.62912088,93.15335591,19.09464093,,,48.97211232,47.39526574,69.51782848,89.67430808,77.67188009,26.10532292,,53.89631145,32.97207211,102.3447188,28.30545349,137.0202354,37.5938277,45.18428887,,91.24374278,,106.831872,,40.52325753,41.8952855,,,,,,31.9279659,16.04966709,89.98168407,26.0033701,80.93506809,326.9837096,,46.44927799,75.63807687,,79.47671867,,,52.91571152,,,,,52.15610729,134.0393343,88.09833739,60.0272377,43.72665462,93.93188113,45.33605865,,,,91.0432684,16.04966709,52.91571152,,67.59432456,14.52238947,,,16.95112179,,22.24823965,42.55498313,16.41789468,,96.55278419,62.1484079,,,,,,53.75823927,,41.61263057
1978,,24.71380403,,,,77.81961105,,14.32379637,,,101.9158331,28.21483035,59.66798776,,31.93409359,91.63655142,51.07045265,35.21924848,21.03851496,,,150.1802018,,,,,52.70338555,14.53997323,126.4343557,109.485414,,120.5849269,57.3060779,49.0090977,,,,43.47639321,9.650141541,73.95669728,51.77722644,,104.7905245,30.42451404,,,64.21264004,,76.76333053,,,105.2517279,,37.30362556,,85.05585375,57.05283276,48.11278029,65.70456889,18.03257908,36.59397507,31.24834784,46.16370898,33.29582882,53.83938259,45.3694254,,27.76174119,,,47.04764352,,52.58687632,,39.43834889,,,108.6795252,53.57424856,,18.04536358,,,93.56919643,43.78779478,,33.13659566,83.4484968,,48.73818078,,126.1812732,37.10065283,170.1545779,70.89331597,46.66402532,,,,23.28755755,24.27812374,40.2748217,42.2513818,42.71476304,,12.90301153,99.59291745,45.69456564,88.32692034,69.03938314,90.91239765,41.39498195,77.8830182,113.2763389,19.72730728,,67.62354066,,,101.1012658,95.67575411,54.16315325,110.4049903,24.61246392,,,,,143.6001019,27.40917418,,,74.31618423,30.51169192,107.8515962,,157.5977721,,,,46.43924285,,,41.20843917,,74.06787576,21.51074027,,23.82438826,,41.42655288,154.0856179,,,,,98.21233209,98.78555449,64.30623205,92.87620256,19.8802396,,,50.35934881,43.31484204,65.65898968,86.43450598,71.60417897,26.0439879,,52.54371122,32.17574272,107.0469934,27.71982034,125.817706,39.71091494,45.60445802,,87.35608661,,101.4249888,,41.12545534,40.53487608,,,,,,38.58111782,16.54466936,90.91438812,23.13408513,62.82587766,334.601961,,43.83047973,69.79628576,,81.9459675,,,52.55678334,,,,,51.24504714,149.5948683,85.32027572,47.00950787,44.39031039,140.860212,43.99897477,,,,96.66193984,16.54466936,52.55678334,,69.70087363,11.4356154,,,32.51535947,,21.91911785,40.00155531,16.97283423,,108.2657926,61.36058204,,,,,,56.25815023,,42.00714657
1979,,,,,,80.16895601,,12.84068464,,,132.9673348,29.66514036,63.31721913,,36.88478616,100.831742,54.53816815,37.52857807,21.90706354,,,129.075265,,,,,51.57077929,16.29947274,141.5560335,109.1994555,,119.3729422,57.56550683,52.41406148,,,,47.67602998,11.08657813,72.26592824,49.32094172,,96.03921569,28.66160225,,,64.11619,,76.70514707,,,108.447117,,39.35521009,,95.79398501,60.84790593,53.79393431,64.01404929,20.89920454,38.25616356,34.80157619,48.49223123,36.07958177,69.46426306,48.21792111,,27.8710614,,,49.52265348,,58.07039647,,41.03362547,,,95.88892336,53.26343273,,22.39387712,,,98.21476968,48.79865967,,35.53221171,95.05187677,,47.19960458,,129.0325013,39.45865718,177.9707341,74.6979949,50.07636938,,,,25.3317356,26.34385503,42.9374018,43.6206682,53.65553592,,14.91880417,105.1732009,42.80582678,93.61702128,73.62412483,83.75422897,43.84465897,100.4392831,121.4656489,23.14407548,,57.36417475,,,120.874423,97.24945251,54.38671091,106.7867557,25.7435005,,,,,142.37641,28.68469022,,,79.46437093,34.86574832,145.7224724,,168.756185,,,,46.87474816,,,44.96251133,,74.21104724,23.64011734,,25.8230806,,39.21845995,164.0085077,,,,,92.97309469,97.09424084,64.02544824,103.5203341,21.46525233,,,65.41234282,43.87840231,70.15694296,94.54879467,76.17656569,27.75151912,,58.8084654,34.2468061,101.7758666,33.4499072,131.8630492,45.58713543,48.1976343,,91.0694603,,105.2556863,,50.72706874,37.61434007,,,,,,43.79744133,18.8615941,89.10033037,29.31163331,62.67023605,375.0104062,,46.99056556,74.11278522,,99.83333254,,,53.90398185,,,,,57.12089508,162.1216489,83.55900236,56.26826197,52.41622967,126.2370071,51.86795617,,,,95.88128862,18.8615941,53.90398185,,80.94798084,9.09974443,,,36.93271467,,23.2467467,38.00012436,18.37619427,,112.7890223,58.32114645,,,,,,59.16891572,,44.46113667
1980,,,,47.4940925,,84.79077473,,11.54567246,,,128.9480742,32.34392668,66.82500605,,32.1014456,102.3066839,53.1386196,40.21302868,23.37723111,66.39641735,239.348925,133.2584438,,,102.3417477,,46.84684685,20.35856053,142.1843398,105.0257732,51.3479722,119.5015463,66.30232808,53.49762854,,96.49089832,,48.12002803,12.42484853,76.18028969,55.01613909,,120.1442841,31.81498673,35.75618351,84.05058205,63.29690378,,77.03379205,,,108.325663,,41.99389305,,92.9936489,65.45577005,54.41492584,64.67692316,22.45512222,40.1182234,38.37220596,51.86745449,35.02500959,73.38303756,50.63794157,,31.5916736,,,51.07661669,,62.90006532,,43.50266729,,,96.35036496,49.98847444,,17.62111453,,,106.3346846,54.52945335,,44.5858238,95.54781449,,47.10548695,,174.9270491,42.64766812,178.0070882,78.39572747,52.06184467,,,,27.25155897,28.38620114,46.73917144,48.51911395,52.65404648,,15.38457648,102.1807445,42.48267387,95.04968074,69.92941797,84.57706672,43.10444741,102.1076407,125.7039835,27.22776168,,65.41679594,,,97.03058824,115.0509307,65.58309455,112.6469419,27.23615438,,,,,139.2149816,30.16001156,,,87.01730125,36.24709903,131.0919369,,168.5252034,,,,47.34206783,,,43.08061248,358.6603244,77.44271116,22.43461965,,27.89191276,,44.03061455,167.3400071,,,,38.22122559,103.4795779,112.5905485,63.64540842,112.9907777,23.13990536,126.6630122,,62.71029742,48.57131421,67.49716202,99.82914428,79.48403759,30.27279561,,58.69384705,37.27579893,100.3146024,36.58720141,137.5019462,47.64339805,52.04370069,,96.50489433,,108.4191714,,54.22867552,33.89561056,,,,,,40.81859447,20.21042427,90.75616435,33.72729507,62.25485079,410.9367752,,61.08178278,67.40646419,,121.6670604,,,57.70475222,,,,,56.83280319,188.6475089,81.39409704,54.75816708,45.81058349,107.4135758,54.47906561,,,,97.78077096,20.21042427,57.70475222,,85.83815845,17.08981761,,,45.47609291,,25.52296956,35.66439634,20.10984469,,117.124536,57.36822436,,74.93000261,,,,60.88692208,,49.89041556
1981,,,,46.10046628,,86.42281047,,14.29297748,,,142.1064176,31.64851488,68.3965503,,31.18104621,109.4176862,59.8893721,40.71152425,19.24715909,70.1610468,251.1388833,129.7511392,,,106.3846828,,46.52777778,19.2198034,128.7776961,106.8567402,63.47852371,121.2353923,58.44319389,52.27350111,,97.54356682,,41.75941291,14.89718198,77.45919888,50.28117841,,134.1148237,27.26938485,35.75551974,92.16438745,91.44453685,,76.7800937,,,113.5730649,,44.33021248,,91.34378645,70.7447486,50.61522407,65.46499364,24.42851094,39.91013403,39.24718165,53.74510717,29.91527369,74.45957743,53.23474075,,35.41684951,,,52.96421656,,61.55300047,,45.41094346,,,104.0590758,48.11468971,,10.07903506,,,110.718123,46.91171733,,47.14033547,102.0303002,,40.69125737,,161.2335793,43.05888249,182.5847746,72.11479326,50.52689403,,,,27.83203519,28.441268,38.23579418,34.70269131,53.17730024,,14.50726441,100.8538119,40.31310614,93.91199358,69.66834663,83.89047135,45.42095126,102.9960994,142.1757438,27.62883852,,64.28018576,,,104.6866667,104.7830939,67.16142243,107.9761786,26.2802822,,,,,117.6545904,28.975985,,,76.99547085,34.14719255,136.2992126,,166.9395,,,,57.4360558,,,34.32151296,375.3785862,78.00276237,22.11727494,,28.07383358,,42.10267424,153.1058803,,,94.90462985,35.70394267,120.0117877,99.91184249,57.16090606,111.2633614,22.40694362,124.3503373,,60.35731579,18.17172618,64.12516252,104.8743649,78.36022279,32.51913562,,58.87547736,37.80937914,102.7758943,35.32948849,133.7228966,41.28004986,51.00534098,,96.98430288,,108.6257576,,55.56950353,29.13929806,,,,,,31.58023542,18.91633231,92.91188016,33.27176825,83.22394006,399.7782683,116.1349693,62.75344374,60.26649248,,93.19274317,,,48.10546801,,,,,56.70970155,181.0141745,71.28910243,49.60433839,37.76177888,99.19694277,53.96866646,,,,92.62042354,18.91633231,48.10546801,,91.21095627,21.14162764,,,38.13654378,,26.34901881,34.23545888,19.42590711,,106.9390452,55.40640515,,79.11211849,,,,56.88797621,,45.33064354
1982,,,,44.81056161,,82.00104853,,15.6114861,,,146.8396411,30.36699599,64.11711392,,37.11942099,117.0639043,57.85733537,39.81975144,20.60692419,67.49939682,225.7586884,125.3373883,,,97.99377879,,58.37988827,15.88416173,130.2964824,106.569503,61.39388586,123.8361801,56.40225873,46.7770501,,89.45842504,,39.86521158,19.69296831,75.75002167,62.12539352,,123.7746479,26.10377296,35.75728509,102.1159219,87.24877018,,76.78627504,,,115.1624571,,44.53494532,,89.15109488,70.83856642,41.07497713,59.92293127,27.43595997,38.35262097,39.43109191,53.61300687,32.41294559,64.20199501,52.92419853,,36.56742743,,,52.89793404,,57.5377647,,45.25238528,,,101.2616705,48.33658598,,6.320343316,,,103.972547,49.1254312,,41.85153238,93.51117677,,33.47481818,,122.8630705,41.50926834,169.1732354,55.31022309,47.81299437,,,,28.57203541,28.90971346,34.35153716,31.20147215,48.67622743,,14.12592741,93.85725882,38.06351688,92.78944843,68.06685206,73.23913573,43.64179156,86.68336532,134.9112067,27.29321047,,58.21573715,,,92.92,90.8426071,60.26951068,106.8686318,24.86761046,,,,,105.2767714,27.39032355,,,73.61393821,31.48124206,,,170.2877945,,212.3330492,,55.34027036,,,31.89067554,355.2665115,73.17116634,24.13401362,,28.67888452,,43.88838403,138.1594489,,,90.71632762,34.52809834,124.7676048,97.12579957,51.34071933,110.8595398,20.19046833,113.4285471,,57.06810853,13.77983316,42.0340479,104.508804,76.85401595,30.39886389,,58.44234131,36.6641047,101.6977044,31.71009381,116.7849698,41.07045394,46.47026739,,97.3302081,,103.6261796,,55.75552124,31.89636926,,,,,,35.70304958,18.22159287,89.85007633,34.35305435,72.61339991,372.5371676,98.90710383,41.68899969,51.24774023,,94.01817628,,,43.85836661,,,,,61.70570388,168.031523,76.49669831,39.64003218,20.05679759,108.8148166,47.54832882,,,,92.21316164,18.22159287,43.85836661,,84.34976272,26.88092107,,,25.90126292,,27.88353983,31.61665882,17.53681228,,110.9035219,53.05759644,,88.06117247,,,,51.63881484,,39.14528878
