date,Albania,advanced,Argentina,Australia,Austria,Belgium,Bulgaria,Bahrain,bosniaAndHerzegovina,Belarus,Bolivia,Brazil,Botswana,Canada,Switzerland,Chile,China,Colombia,costaRica,Cyprus,czechRepublic,Germany,Denmark,emdeEAsia,emdeEMEA,Ecuador,Egypt,emdes,Spain,Estonia,Finland,France,UK,Georgia,Ghana,Greece,Guatemala,highIncome,hongKong,Honduras,Croatia,Hungary,Indonesia,India,Ireland,Iran,Iceland,Israel,Italy,Jordan,Japan,Kazakhstan,Kenya,Korea,Kuwait,emdeLatAm,lowIncome,sriLanka,Lithuania,Luxembourg,Latvia,Morocco,Mexico,middleIncome,northMacedonia,Malta,Mongolia,emdeMENA,Malaysia,Nigeria,Nicaragua,Netherlands,Norway,newZealand,Peru,Philippines,Poland,Portugal,Paraguay,Qatar,Romania,Russia,emdeSouthAsia,saudiArabia,Singapore,elSalvador,Serbia,emdeAfrica,Slovakia,Slovenia,Sweden,Thailand,Tunisia,Turkey,Taiwan,Ukraine,Uruguay,US,Vietnam,World,southAfrica
7/1/2005,NA,10354700,79573.84,260890.1,96096.82,116285.6,10901.97,NA,NA,NA,3716.501,418213.8,2473.69,378698.1,129726.3,43489.97,867331.6,55453.42,7074.364,5899.136,47331.18,838690,83107.39,1177459,778947.6,14592.01,NA,3631876,355458.2,5166.025,61951.93,658911.3,610407.9,2288.522,NA,79918.24,8367.575,10740832,47707.82,3252.601,15259.59,35188.98,135329.6,262075.8,57034.46,100020.4,3137.852,47213.56,563970,4802.337,1392296,24634.07,NA,233994,NA,919740.5,NA,NA,9128.834,12080.52,6357.855,18779.67,239938.8,3283593,1968.751,2067.699,NA,NA,49518.86,NA,NA,205946.1,102971.5,32457.49,NA,38125.78,100129.2,60158.17,5088.242,NA,37174.8,336416.5,270677.8,NA,42565.68,4693.874,9176.939,NA,18704.62,11493.55,112720.8,68113.75,9179.225,157705.1,89570.79,30757.89,7548.851,3574585,18047.72,14036178,77218.66
10/1/2005,NA,10428025,81138.28,263292.8,96919.79,117225.5,11085.47,NA,NA,NA,3752.266,422120.1,2550.327,382449.7,130899.8,44095.45,897125.7,56565.53,7170.246,5967.961,48075.36,842650.4,83377.18,1211811,793106.6,14832.86,NA,3701666,359053.7,5283.572,62113.86,663712.2,619564,2287.812,NA,80305.03,8455.276,10817680,48282.79,3281.017,15394.41,35602.13,137378.7,268080.4,58925.14,96299.27,3162.022,48014.5,565343.7,4905.084,1394609,25559.71,NA,236540.6,NA,932091.3,NA,NA,9333.614,12083.87,6563.36,19043.16,243737.9,3348458,2004.421,2087.999,NA,NA,50392.99,NA,NA,207244.8,103203.1,32516.88,NA,38479.24,101030.4,60238.13,5379.775,NA,38098.42,341006.7,276879.5,NA,43983.2,4742.238,9331.821,NA,18674.19,11683.77,113551.4,69023.31,9286.409,163002.6,93873.13,31042.12,7697.8,3597219,18390.2,14176769,77735.64
1/1/2006,NA,10525773,83310.98,264009.8,97815.31,117942,11252.99,NA,NA,NA,3843.543,429363.2,2648.82,385529.7,132335.9,44468.86,927717,57741.57,7251.987,6025.223,49159.07,850775.6,84424.97,1246696,808336.6,14990.26,NA,3787071,363169.3,5404.419,63840.23,669096.5,622038.2,2363.578,7983.147,82950.37,8686.872,10919777,49350.21,3356.831,15491.66,35935.17,139240.3,275815.2,59412.78,98226.02,3137.643,48883.67,567528.3,5018.531,1396910,25768.4,NA,240484,NA,948740.7,NA,NA,9377.97,12408.59,6610.616,19481.3,248033.3,3427947,2109.852,2065.024,NA,NA,51456.3,NA,1971.777,208536.9,103863.6,32827.43,NA,39082.12,102747.9,60730.51,5382.676,NA,38672.03,348457.1,284868.2,NA,44709.38,4897.394,9605.669,NA,19305.55,11785.23,115266.7,69375.7,9419.107,166367.2,92997.33,31565.33,7770.507,3645065,18775.06,14357057,79101.36
4/1/2006,NA,10586318,84253.29,264663.2,98504.46,118333.5,11453.88,NA,NA,NA,3863.172,431293.2,2605.96,385736.1,133492.9,45391.91,952271.5,58696.05,7429.041,6126.947,50039,865569.7,86942.87,1275075,827077.4,15196.48,NA,3851833,366690.5,5517.527,63792.2,675853.8,623602.9,2406.993,8110.168,83179.67,8674.021,10984727,49847.4,3357.888,15674.56,36410.42,140627.8,277471,59378.56,99633.8,3276.088,49823.41,570924.2,5081.12,1400727,26785.84,NA,242090.9,NA,956317,NA,NA,9589.034,12399.47,6883.806,20082.42,250474.9,3486821,2088.683,2088.48,NA,NA,51934.14,NA,1949.507,211659.6,103993.5,32748.01,NA,39680.29,104494.6,61316.66,5331.713,NA,40029.53,356147.1,286578.3,NA,45198.45,4781.981,9850.779,NA,19922.08,12028.98,117169.2,70283.21,9529.423,170982.2,93643.45,32335.86,7731.875,3653564,19204.3,14479903,80224.81
7/1/2006,NA,10624103,86599.23,268447.6,99548.81,119336.2,11708.8,NA,NA,NA,3909.223,437194.2,2677.691,386830.2,134585.7,45985.18,975821.3,59904.48,7595.131,6152.825,50656.33,872136.4,86363.03,1302856,837714.3,15374.7,50097.37,3921440,370100.3,5642.357,64342.5,675775.4,624243.9,2517.076,7900.903,83573.37,8887.084,11026407,50732.24,3453.377,15890.83,36641.32,142987.8,288111.9,60616.61,101517.9,3255.304,49447.61,572911.9,5152.859,1398240,27823.52,NA,245843.9,NA,968498.3,NA,NA,9755.494,12540.19,7080.186,19941.23,251251.4,3550475,2073.928,2095.318,NA,NA,52337.23,NA,1969.458,212925.3,105060.7,33309.72,NA,39929.13,106584.5,61247.51,5463.551,NA,40406.28,364275.2,297568.5,NA,46036.8,4882.414,9932.937,NA,20129.11,12234.49,118446.4,71141.85,9618.252,168024.7,95260.14,33181.38,7781.655,3659199,19541.41,14583914,81332.82
10/1/2006,NA,10734555,88499.9,271723.8,100803.3,120631.2,11917.53,NA,NA,NA,3939.833,442368.7,2649.903,388296.2,136702.3,46922.19,1010897,60815.76,7821.171,6256.338,51357.71,885474.1,86129.06,1343986,853387.6,15378.94,50779.45,4007122,373660,5784.596,65049.25,680851.3,627487.2,2547.247,8125.246,85699.31,9060.257,11142028,51525.22,3552.038,16128.41,36967.28,145552.5,294422.4,61370.68,104826.1,3299.909,50275.22,580152.5,5395.772,1416318,28242.29,NA,247991.4,NA,979064.7,NA,NA,10039.99,12859.01,7382.928,20481.26,251793.8,3629580,2073.642,2123.585,NA,NA,53076.27,NA,2015.389,214680.7,106983.5,33582.34,NA,40784.43,108183.2,61683.63,5468.873,NA,40977.65,369990.7,304086.1,NA,47813.29,5008.183,10173.08,NA,20462.98,12503.5,119165.3,72721.77,9793.73,173043.4,98103.7,34140.33,7864.39,3690332,19822.33,14778049,82457.43
1/1/2007,NA,10797206,90685.01,275721.1,101568.7,122160.9,12120.39,NA,NA,NA,3958.201,451512.2,2802.037,390817.8,137866.7,47370.63,1056375,61687.32,7920.832,6344.572,52217.12,885959.5,86414.36,1395747,872305.6,15320.6,51548.96,4112078,377069.8,5974.173,66333.74,686165.2,633343.8,2625.106,8758.982,85050.06,9325.958,11208776,52221.28,3567.886,16558.38,36495.75,148085.8,302629.7,63983.65,105391.4,3386.883,51299.95,581061,5530.724,1426552,28692.15,NA,252091.7,NA,994644.6,NA,NA,10351.97,13342.94,7517.344,20141.86,253581,3727463,2116.088,2195.77,NA,NA,54174.37,NA,2044.348,217140.9,107064,33872.86,29009.8,41713.21,110455.1,62332.68,5653.351,NA,41491.89,377982.5,312562.7,NA,48546.27,4871.197,10305.49,NA,21163.22,12718.02,120469.2,73866.08,10077.84,179168.8,97864.27,34869.82,8136.311,3699023,20357.14,14941511,83796.43
4/1/2007,NA,10864346,92513.57,277439.1,102784.4,122647.8,12372.56,NA,NA,NA,4031.715,459493,2914.021,394588.6,139379.4,47813.84,1090946,62788.21,8100.074,6410.093,52654.62,893407.7,86027.31,1434444,883645.9,15433.76,52283.5,4194540,380443.8,5999.435,67207.9,691399.4,637270.2,2730.114,8683.134,87507.53,9325.686,11279429,53073.64,3626.967,16614.77,36443.28,150127.5,307299.1,62904.49,111581.7,3534.626,52159.2,580561.3,5579.69,1428608,29462.61,NA,256597.2,NA,1009115,NA,NA,10642.75,13652.65,7665.515,20264.92,255525,3804371,2172.877,2155.882,NA,NA,55041.16,NA,2051.584,218250.8,107062.2,34332.24,29726.39,42221.34,112222.4,62608.88,5578.88,NA,42455.13,387280.9,317385.4,NA,49672.32,4884.954,10469.26,NA,21798.88,12892.27,121104.2,74014.88,10228.09,176481.5,99677.63,35263.8,8221.614,3720224,20884.44,15088579,84483.19
7/1/2007,NA,10914389,93701.38,280472.6,102980.8,123601.5,12534.83,NA,NA,NA,4099.235,463057.2,2852.416,396235.9,140523.1,47883.63,1116696,64111.09,8184.187,6468.732,53448.95,897955.8,86835.58,1464775,890961.8,15653.67,53402.8,4255088,383371.9,6010.131,67844.66,693845,642217.3,2872.772,8416.755,86952.22,9452.439,11332247,54106.38,3689.539,16630.56,36646.47,152227.8,313801.1,61604.11,112579.1,3532.357,53129.39,580499.4,5525.785,1421375,30208.6,NA,259172,NA,1018425,NA,NA,10928.73,13692.72,7851.681,20678.59,257126.2,3860656,2283.22,2176.636,NA,NA,55716.88,NA,2073.911,220689.9,108436.1,34689.3,30217.58,42651.52,113681.3,62737.94,5798.869,NA,43032.51,393954.6,324100.9,NA,50953.48,5035.635,10522.69,NA,22308.29,13154.72,122007.9,75033.65,10253.11,173968.8,102108.8,34785.96,8340.774,3740470,21215.39,15197325,85473.17
10/1/2007,NA,10984343,96629.36,281896.2,103705,124236.5,12807.62,NA,NA,NA,4169.752,471681.3,2887.213,396803.2,141407.4,48686.29,1151974,64813.34,8352.857,6590.139,54135.01,903755.9,87709.23,1505151,915219.6,15866.99,54644.52,4357423,385818.5,5970.987,69126.4,695416,645242.6,2837.835,8447.825,86543.33,9437.955,11407022,55077.31,3684.799,16700.16,36783.94,154039.7,326348.2,65024.93,112540.4,3729.65,53813.49,579796,5702.011,1427923,29948.71,NA,265176.5,NA,1034122,NA,NA,11132.64,13705.31,7810.826,20981.37,258157,3955394,2298.738,2183.192,NA,NA,57023.45,NA,2135.697,223676.6,109616.1,34823.11,31088.8,43441.93,116068.6,63439.46,5793.529,NA,44683.18,402546.5,337059.8,NA,51185.92,5144.107,10820.39,NA,23146.81,13211.66,123196,76125.43,10375.29,182808.7,105118.5,36535.48,8480.347,3763199,21279.56,15366184,86684.29
1/1/2008,2542.554,10994349,97660.09,285125.7,105105.8,124931.7,13010.26,6151.99,NA,NA,4235.603,479192.5,2985.2,397040.8,142650.3,49881.55,1180429,65167.49,8526.924,6669.701,54266.63,909645.4,87672.67,1539517,939240,16120.16,55352.83,4433318,386671.6,5842.402,68809.4,698462.4,648743,2905.22,9484.556,87061.35,9617.26,11419938,55829.92,3765.815,17181.8,37093.82,157742.3,329524.6,62211.53,107967.5,3649.099,54275.45,585786.6,5885.144,1432880,30601.79,NA,266475.3,NA,1045177,NA,NA,11026.93,13668.19,7750.359,21615.57,257283.5,4025587,2281.739,2233.03,NA,NA,58386.56,NA,2162.95,224409.2,108239,34687.16,31860.34,43432.19,116648.9,63444.41,5982.5,NA,45844.53,413701.3,340340.5,NA,52529.14,5118.997,11091.35,NA,23157.43,13402.16,122822.9,76116.04,10610.41,190172.5,105556.2,37792.1,8601.482,3741616,22114.25,15448650,87048.49
4/1/2008,2578.295,10991307,98132.19,285829.8,104618,125136.2,13156.51,6192.271,NA,NA,4322.554,488530.2,3076.452,398427.1,143578.3,49958.32,1207216,65428.35,8524.814,6697.782,54713.29,907333,86863.84,1571990,937792,16406.3,55956.2,4485551,387078.9,5899.981,68522.58,695392.1,645144.2,2959.634,9201.271,86501.89,9801.587,11418371,55177.79,3853.35,17206.28,37285.73,161641.2,331715.2,60733.94,107445.6,3645.888,54420.86,580248.9,5995.722,1426340,30984.7,NA,267464.5,NA,1059712,NA,NA,11146.57,13556.29,7594.97,21574.5,259604.6,4074329,2357.218,2267.332,NA,NA,58655.92,NA,2194.581,225513.8,108292.9,34171.96,32877.35,43920.2,117582.1,63131.87,6127.964,NA,47020.44,419271,342603,NA,51197.4,5114.36,11215.88,NA,23346.3,13551,122636.2,76641.69,10582.74,180557.7,104224.8,37272.78,8835.891,3760907,22591.99,15495342,88111.23
7/1/2008,2689.916,10925212,98716.17,287980.1,104008.9,124512.6,13298.46,6164.342,NA,NA,4371.814,495797.4,3099.623,401757.5,143746.2,49523.84,1221794,66089.58,8547.778,6708.656,54865.11,901622.4,86356.38,1590839,931256.4,16713.08,56358.45,4499444,386374.4,5907.946,68110.89,693106,635056,2721.929,9334.232,86420.39,9697.839,11351230,54563.41,3823.627,16918.67,37226.62,164867.2,333871.5,60452.84,95220.42,3537.419,54505.13,572298,5976.64,1408456,30681.07,NA,269371.1,NA,1069119,NA,NA,11011.28,13438.49,7305.983,21921.13,260354.7,4087631,2373.672,2271.744,NA,NA,58559.43,NA,2154.116,225239.3,108094.9,34163.37,33123.21,44865.75,118287.6,63079.65,6096.383,NA,47626.67,418687,344830,NA,50812.38,5098.204,11165.58,NA,23604.31,13505.53,121998.5,76794.72,10728.47,174972.8,100403.9,36390.47,9011.028,3740565,22618.18,15441123,88321.86
10/1/2008,2725.687,10710040,94175.81,286435.5,102065.3,121915,13349.39,6094.757,NA,NA,4332.202,476267.9,3007.175,397124.9,140998.8,49084.13,1234464,64967.96,8465.007,6678.924,53944.41,887224.3,84317.13,1599741,900477.1,16994.37,56874.38,4471815,380146.6,5213.476,67070.67,683270.4,621939.8,2801.621,9050.948,85200.63,9663.724,11129894,53471.39,3742.919,16524.13,36017.97,165128.4,332840.6,58590.27,121887,3633.657,54182.92,559186.5,6077.22,1374305,29999.99,NA,260851.9,NA,1039377,NA,NA,10901.37,13020.77,7102.521,21816.57,256212.5,4063589,2355.548,2226.756,NA,NA,57079.44,NA,2086.7,223751.9,108433.6,34132.6,33143.92,44870.69,117814.5,62264.83,6072.292,NA,47339.8,395815.5,343765.3,NA,49688.4,5052.465,11072.37,NA,23402.61,12992.36,117339.8,74810.07,10747.4,173370.1,97434.5,33676.75,9114.795,3659581,22041.06,15195156,87819.02
1/1/2009,2865.254,10471806,90903.61,289540,100476.8,120494.4,12763.96,6281.134,4390.318,12525.25,4371.948,468411,2690.403,388102.6,138788.2,48574.62,1258360,65539.78,8266.335,6564.674,52063.22,845742.1,83116.81,1621250,864780.6,16752.11,57853.76,4428384,370211.8,5077.837,62638.08,671952.8,611072.9,2763.009,9632.138,81149.05,9542.261,10886477,51636.32,3661.306,15863.01,34494.71,165976.1,330187.1,57856.98,122690.9,3316.41,54190.23,543879.5,6198.558,1308573,30039.37,9512.97,261392.8,NA,1013896,NA,NA,9516.708,12823.5,6862.561,21882.6,243172.7,4022940,2336.435,2169.683,NA,NA,55062.09,NA,2047.505,215711.5,107538.2,33898.62,32857.79,43826.47,119346.1,60697.83,5828.607,NA,43604.72,376194.3,341024.7,NA,48414.45,5007.895,10846.26,NA,21792.47,12408.59,116363.9,72587.01,10766.76,166350.1,97255.98,30397.78,8958.641,3618516,24073.6,14910582,86452.91
4/1/2009,2903.778,10491862,88729.5,291320.9,99603.84,120370.2,12750.7,6283.372,4455.523,12118.71,4434.626,477785.7,2843.217,383839.8,138796.1,48337.31,1305281,66042.5,8367.403,6544.164,51651.27,846904.6,81505.79,1674360,865987.6,16681.95,58588.3,4499815,370174.6,4909.766,62360.88,671394.6,609585.5,2698.661,9614.319,83415.89,9640.66,10907106,53472.44,3688.135,15779.37,34442.82,168324.3,347615,57685.87,112534.1,3436.119,54673.21,539617.7,6316.558,1335837,30200.22,9632.996,264630.7,NA,1017836,NA,NA,9397.561,12614.57,6440.656,22554.32,239453.6,4091453,2307.489,2185.675,NA,NA,56444.77,NA,2066.022,215716.8,106592.3,34307.2,32631.71,44418.55,119823.4,60752.13,5909.003,NA,43880.95,373543.8,359024.6,NA,50445.99,4985.559,10797.51,NA,22000.78,12261.66,116157.1,74248.09,10945.17,169613.8,97995.88,30670.84,9081.987,3613263,24232.96,14999429,86156.29
7/1/2009,2917.723,10534260,92074.07,292008.1,100006.6,121715.4,12848.82,6328.201,4570.626,13119.98,4521.021,489578.4,2798.82,385588.3,140152.1,48916.62,1349761,66322.8,8485.608,6539.484,51903.53,851733.8,81787.59,1726695,881334.4,16579.12,58841.9,4609075,370953.4,4817.368,62824.72,672549.6,610018.5,2695.311,9397.743,82828.8,9852.458,10951534,53748.99,3697.415,15561.06,34433.81,171567,356601,57032.02,112445.3,3383.439,55198.43,542567.6,6396.644,1336588,31043.55,9777.344,271999.8,NA,1043054,NA,NA,9424.052,12828.86,6117.35,22929.84,247228.6,4195286,2290.137,2200.037,NA,NA,58024.24,NA,2090.72,216581.2,106660.9,34512.56,33203.37,45141.57,120422.6,61288.14,6150.022,NA,44639.36,382837,368305.5,NA,52314.03,4976.542,10858.05,NA,22199.24,12281.19,115960.9,76598.98,11059.43,172277.1,99503.2,30819.3,9377.283,3626442,24148.02,15147268,86356.03
10/1/2009,2930.898,10631105,93972.71,294085.8,100932.1,122741.9,12490.54,6335.323,4396.794,13055.63,4515.511,501698.3,2901.268,390130.6,140515.2,49515.12,1381672,66901.96,8610.338,6567.427,52017.9,858121.6,81861.83,1764147,890204.8,16595.96,59532.71,4688286,370879.1,4842.06,62515.95,677245.4,611848.9,2789.059,9458.969,82928.26,9927.112,11052759,54798.34,3769.623,15708.28,34419.06,174181.8,361572,57058.91,112963.5,3349.703,55907.55,544548.5,6321.484,1355195,32289,9835.693,274575,NA,1063856,NA,NA,9297.02,13068.61,6133.828,23249.98,251513,4268763,2402.538,2221.068,NA,NA,59627.9,NA,2104.79,217886.6,106717.8,34878.92,33776.11,45735.89,122108.5,61317.44,6315.029,NA,45209.05,384201.4,373439.8,NA,53160.55,4993.017,10827.52,NA,22471.08,12261.94,116279.5,78815.3,11196.27,175968.4,106478.5,31408.24,9647.601,3666266,22628.05,15321805,86931.89
1/1/2010,2961.618,10700295,96940.18,295603.7,100180.4,123299.1,12638.57,6334.452,4412.151,13057.47,4515.821,510738.4,2980.298,394778.1,141982.4,49609.34,1412954,67743.72,8691.935,6614.504,52406.65,864982.1,82568.72,1806744,897404.2,16762.63,61290.36,4776271,370804.8,4912.042,62988.03,679758.8,615747.2,2844.713,10707.25,81555.17,9907.484,11122506,55827.81,3771.103,15629.36,34348.44,176351.8,373181.6,57952.3,112766.8,3201.89,56728.56,546786.7,6367.582,1366664,32353.35,10014.31,280088.3,28282.57,1081348,NA,12248.77,9394.111,13255.29,6103.322,22862.92,254239.5,4354060,2451.846,2255.091,1521.581,NA,60633.86,87693.24,2134.768,217490.6,108800.1,35260.31,34756.63,47297.84,121375.8,61822.06,6583.618,28871.09,42305.32,391510.9,385430.4,127926.6,56156.83,5119.447,10825.46,NA,23031.2,12290.07,120382.2,81094.37,11325.47,178972,108221.7,31717.17,9833.529,3680400,26890.54,15476566,87921.61
4/1/2010,2996.668,10809738,101164.7,297462.8,101830.1,124555.2,12839.83,6519.079,4466.957,13176.42,4623.88,518404.9,2986.126,396824.1,143332.3,51373.44,1446505,68697.33,8781.045,6602.115,52931.26,884324.3,83133.06,1844660,906958.1,17026.88,61928.71,4862814,371360.7,4977.472,64677.35,683362.1,621917.3,2901.738,10342.18,79085.27,9984.291,11237777,56790.65,3829.012,15372.92,34597.77,179559.5,383465.3,58294.51,116650.6,3272.341,57525.48,549867.4,6419.919,1384774,32903.4,10308.15,285210,28173.81,1100433,NA,12998.06,9515.599,13515.15,6077.447,23315.63,256870.9,4434776,2338.801,2250.526,1634.624,413136.8,61795.29,89005.61,2134.489,218426.4,107643.6,35475.7,35781.27,48211.71,123196.5,62163.64,6697.897,28559.52,42622.02,393054.2,396463.3,130224.4,59640.18,5041.784,10859.92,201163.5,23153.31,12418.56,122545.4,80851.73,11345.11,183595.6,110500.7,32035.42,10021.39,3714303,26102.03,15672553,88521.47
7/1/2010,3035.27,10890074,101527.2,299397,102830.7,125122.4,12929.58,6415.454,4558.193,14076.5,4686.857,523936.1,3146.482,399681.1,143970.9,52614.07,1482855,69126.2,8933.305,6661.993,53213.89,891670.2,84451.01,1884204,919909.2,17307.24,61832.52,4943954,371139.2,5053.827,64585.4,687398.7,626042,2890.645,10538.65,76311.46,9982.295,11322863,57283.42,3835.474,15579.15,34816.29,182254.2,390675.3,58796.81,121127.8,3212.876,58174.17,552832.4,6508.309,1410286,33308.09,10703.78,288190.9,27653.16,1111299,NA,13387.44,9515.599,13486.47,6070.093,23718.41,259210.5,4511164,2482.769,2282.165,1664.952,419542,61790.4,91042.45,2189.988,219364.8,104972.3,35006.29,36158.09,48472.58,124921.2,62215.73,6745.528,30863.99,42420.41,398254.7,404062.7,129940.3,57940.53,5060.389,10995.14,204937,23292.22,12475.92,123793.4,81287.23,11482.06,187844.5,111640.3,31796.72,9985.748,3741711,25878.86,15834027,89505.62
10/1/2010,3055.422,10942080,103074.4,302332.1,103511.1,125663.3,13052.06,7051.322,4516.076,14457.37,4749.318,530576.6,3082.456,404193,145002.5,53247.47,1518197,70752.7,8995.695,6687.045,53492.34,899016.1,84260.99,1921309,934672,17860.55,62549.57,5040453,371397.9,5163.635,65941.25,692248.7,626438.4,2975.056,10587.54,75421.86,10214.78,11393778,58213.57,3933.664,15421.29,34862.24,185320.4,400978.6,58639.16,120124.7,3335.215,58999.43,556806.5,6520.843,1398890,34068.85,10963.12,292097.7,29011.25,1125940,NA,13737.66,9743.666,13570.09,6168.556,24176.82,261365.7,4588755,2381.674,2301.023,1780.582,436581.5,62444.91,92138.87,2215.922,221844.7,107919.3,34621.32,36770.98,48811.37,126170.4,62095.01,6882.151,32690.55,43246.16,402444.7,414716.3,143097.7,60292.83,5153.802,10956.01,207234.9,23472.78,12567.41,125680.8,81625.5,11358.75,194525.8,113526,32538.78,10145.96,3760525,23129.16,15982534,90462.92
1/1/2011,3114.478,10957135,105559.1,301463.4,105012,126463.9,13060.65,6627.333,4483.285,14358.84,4792.401,536335.2,3147.046,407181.8,145680.9,53856.44,1556751,72175.34,9044.32,6698.47,53889.61,916314.3,84444.55,1962214,945204.5,18057.44,58938.09,5112864,370842,5270.941,66192.39,699382.1,630381.7,3022.945,12135.55,73206.13,10320.5,11409794,59810.03,3933.914,15357.64,35159.89,187931.4,411341.3,58756.48,119010.8,3213.213,59721.05,557906.3,6531.328,1378848,34730.3,10914.11,294560.9,29558.27,1139918,NA,13436.69,9962.492,13846.83,6246.727,24147.29,263491.1,4660205,2461.532,2302.557,1933.004,429740.5,63718.87,93489.63,2235.652,223158,108020.3,35217.38,37421.71,48835.65,127810.6,61684.67,7025.974,32956.33,43069.75,404500.9,424777.9,140947,61392.27,5282.874,11148.6,211009.3,23632.47,12572.32,126567.5,83465.25,11024.11,199539.4,115838.7,33385.7,10385.77,3751452,19579.06,16069999,91322.95
4/1/2011,2978.452,10983463,106531.2,305008.2,105197.1,126834.1,13182.04,6658.237,4529.163,14561.77,4845.007,542949.8,3225.571,407967.2,146409.2,54638.15,1591901,73660.61,9226.577,6727.239,53991.87,917195.8,85291.05,2003319,957551.8,18529.17,62392.17,5196566,369655.8,5373.809,66000.26,699884.5,631008.7,3071.015,11971.98,72095.5,10379.94,11444823,59577.2,3936.636,15544.52,35154.32,190694.9,411632.5,58882.37,124875.2,3304.796,60251.71,558506.5,6584.693,1369812,35337.59,11027.41,296263.6,30474.71,1152057,NA,13935.7,10093.1,13720.19,6458.224,24674.9,264651.5,4735206,2468.267,2277.053,1818.252,445789.6,64681.07,94207.82,2316.493,222948.1,107573.7,35544.39,37631.23,49606.31,129472.2,61420.06,7014.922,34151.03,43159.08,409669.7,425568.2,144796,61289.11,5274.363,11114.91,212280.7,23831.83,12503.5,126685.6,82279.1,11182.58,203892.7,115590.6,33416.16,10471.51,3778288,22338,16180029,91847.97
7/1/2011,3111.559,11036652,107304.9,308894.3,105198.3,127116.4,13170.43,6712.478,4653.885,14372.28,4932.037,542840.7,3220.321,413627.3,145914.5,54884.19,1623114,75124.29,9270.531,6594.269,53916.66,925116.6,84230.15,2040492,972555.5,18812.86,62969.31,5260033,367246.5,5461.542,66195.13,701510.1,632965.6,3143.329,11874.66,70598.08,10505.64,11505160,59702.29,4049.548,15488.6,35270.18,193343.7,409986.5,58475.39,121969.4,3351.402,61379.12,555270.3,6656.87,1404375,35954.81,11195.79,297549.8,32147.24,1161239,NA,14632.51,10164.81,13815.61,6591.959,24802.14,269746,4791525,2460.176,2301.557,2030.503,448577.2,65477.19,94137.73,2327.572,222929.6,109307,35965.13,38499.74,50284.18,131155.3,60940.57,6942.303,34636.61,44073.18,415272.3,424619,147492.6,62728.97,5277.755,11112.35,212550.4,23896.42,12496.4,128009.3,83543.93,11190.54,209297.9,115578.9,34019.25,10720.56,3777238,22699.13,16296685,92121.89
10/1/2011,3144.682,11075835,107489.6,312468.1,105434.7,127194.2,13141.48,6843.166,4446.978,14628.03,4980.336,544589.6,3339.749,416907.7,146822.6,55946.83,1650472,75703.89,9387.039,6653.046,54020.43,922599.8,84918.58,2067535,981327.9,18983.48,63800.04,5323037,364874.2,5460.176,66266.49,703421.4,634142.3,3206.893,12285.88,67762.12,10562.3,11549753,60009.01,4038.682,15419.5,35576.44,196220.9,422467.4,58353.17,122198.4,3397.938,61723.29,550404.2,6717.781,1402141,36565.84,11487.72,299435,31916.38,1167564,NA,14777.59,10276.93,13813.6,6610.616,25383.11,271666.3,4849119,2479.823,2331.54,2015.31,453623.6,65845.21,95804.1,2343.607,221601.9,109363.2,36255.65,39001.72,51066.31,132204.6,60039.54,7073.364,34273.66,43705.24,419903.1,437245,151249.6,63200.93,5309.611,11162.76,215741.6,24203.3,12506.78,126475.9,78301.87,11241.41,211586.6,113768.6,34155.97,10488,3820977,23613.93,16398872,92824.2
1/1/2012,3112.834,11133691,106322.7,315693.6,106286.5,127418.9,13173.15,6973.933,4471.951,14680.74,5027.136,544552.6,3355.034,417110.5,146969.2,56880.36,1682353,76523.18,9592.848,6638.042,53952.29,924439.5,84859.49,2110455,983844.9,19288.38,63537.71,5387338,361464.5,5490.9,66252.77,703911.8,638223.3,3231.825,13450.09,67093.53,10685.35,11613348,60116.96,4097.321,15233.71,34854.76,199494,430656.9,58675.82,121108.6,3321.367,61800.72,545498.3,6737.316,1419857,36866.72,11434.3,301471.3,34061.21,1171243,NA,15580.65,10295.91,13615.93,6654.877,24671.35,273190.4,4907682,2438.118,2317.122,2129.882,457130.1,67062.64,96992.62,2419.921,221121.5,111736.1,36290.71,39696.04,52074.72,132336.8,59711.89,6839.368,35208.71,44118.82,423356.3,446237.6,153391.9,64427.86,5412.437,11002.99,218427.4,24210.5,12406.14,126738.8,85644.54,11439.36,210765.5,116654.3,34200.64,10714.84,3850964,21696.29,16521029,93195.4
4/1/2012,3120.258,11133900,102619,318275.4,105616.1,127189.2,13132.56,6867.254,4472.976,14902.13,5080.705,548510.6,3324.254,418516.5,147304.7,57709.18,1715243,77188.73,9623.312,6522.829,53672.87,925985.4,84923.38,2151099,993208.4,19623.21,61745.08,5437169,357979,5554.168,65053.36,702767.4,637720.1,3331.742,13378.81,65824.04,10660.25,11613929,60482.23,4147.71,15090.69,34740.29,202428.2,431962.6,58956.92,113688.1,3333.656,61671.59,540423,6777.282,1408452,37407.83,11477.76,303478.2,32888.12,1176453,NA,15306.01,10372.79,13788.54,6696.822,25420.25,275626.4,4957140,2469.984,2347.802,2201.203,448801.5,68002.55,98125.43,2405.99,221262.7,111999.5,36529.71,40135.24,52491.58,132072.1,58907.1,6933.1,35491.66,44614.72,427935,447268.6,154402.4,64967.86,5422.156,11174.96,220338.3,24294.37,12188.47,126885.1,87262.2,11521.36,214313.2,116471.4,34430.03,10767.43,3867486,23470.85,16571069,94032.08
